panel_id,column_id,row_index,stack_index,era,label,note,span,existing_polity_link,category,entity_id,entity_type
britain_ireland,england,7,0,,Kingdom of England — Lancaster dynasty,1399–1461,1,kingdom_of_england,linked,kingdom_of_england,existing_polity
britain_ireland,england,7,1,,Kingdom of England — York dynasty (Wars of the Roses),1461–1485,1,kingdom_of_england,linked,kingdom_of_england,existing_polity
britain_ireland,ireland,8,0,Early Modern,Kingdom of Ireland (Tudor rule — plantations),1541–,1,,regime,kingdom_of_ireland_tudor_rule__plantations,regime
britain_ireland,scotland,8,0,Early Modern,Kingdom of Scotland,(personal union with England from 1603),1,kingdom_of_scotland,linked,kingdom_of_scotland,existing_polity
britain_ireland,wales,8,0,Early Modern,Kingdom of England — Tudor dynasty,1485–1603,2,kingdom_of_england,linked,kingdom_of_england,existing_polity
britain_ireland,wales,8,1,Early Modern,Elizabethan era,1558–1603; English Reformation 1534; first colonial ventures,2,,event,elizabethan_era,event
britain_ireland,ireland,9,0,,Kingdom of Ireland,Ulster Plantation (1606–); Confederate Ireland (1642–1652),1,,polity,kingdom_of_ireland,polity
britain_ireland,scotland,9,0,,Kingdom of Scotland — Stuart dynasty,,1,kingdom_of_scotland,linked,kingdom_of_scotland,existing_polity
britain_ireland,wales,9,0,,Kingdom of England — Stuart dynasty,1603–1649,2,kingdom_of_england,linked,kingdom_of_england,existing_polity
britain_ireland,wales,9,1,,English Civil War,1642–1651,2,,event,english_civil_war,event
britain_ireland,wales,9,2,,Commonwealth of England,1649–1653,2,,polity,commonwealth_of_england,polity
britain_ireland,wales,9,3,,"Commonwealth of England, Scotland & Ireland (Cromwell)",1653–1659,2,,polity,commonwealth_of_england_scotland_ireland,polity
britain_ireland,ireland,10,0,Union Era,Kingdom of Ireland,Penal Laws against Catholics,1,,polity,kingdom_of_ireland,polity
britain_ireland,scotland,10,0,Union Era,Kingdom of England — Stuart Restoration,1660–1688; Glorious Revolution 1688; Bill of Rights 1689,3,kingdom_of_england,linked,kingdom_of_england,existing_polity
britain_ireland,ireland,11,0,,Kingdom of Ireland (separate parliament),Grattan's Parliament 1782–1800,1,,polity,kingdom_of_ireland,polity
britain_ireland,scotland,11,0,,Kingdom of Great Britain (Acts of Union — England + Scotland),1707–1801,3,kingdom_of_great_britain,linked,kingdom_of_great_britain_acts_of_union,existing_polity
britain_ireland,scotland,11,1,,Hanoverian dynasty — Georgian era,1714–1837,3,,regime,hanoverian_dynasty__georgian_era,regime
britain_ireland,scotland,11,2,,First British Empire (American colonies · India),–1783,3,,polity,first_british_empire,polity
britain_ireland,scotland,11,3,,Second British Empire (India · Africa · Pacific),1783–,3,,polity,second_british_empire,polity
britain_ireland,ireland,12,0,Imperial Era,United Kingdom of Great Britain & Ireland,1801–1922; Act of Union 1800/1801,4,united_kingdom,linked,united_kingdom_of_great_britain_ireland,existing_polity
britain_ireland,ireland,12,1,Imperial Era,Irish Home Rule movement (Parnell · Redmond),1870s–1914,4,,unclassified,irish_home_rule_movement,unclassified
britain_ireland,ireland,12,2,Imperial Era,Victorian era — height of British Empire,1837–1901,4,,polity,victorian_era,polity
britain_ireland,ireland,12,3,Imperial Era,Edwardian era,1901–1910,4,,event,edwardian_era,event
britain_ireland,ireland,13,0,Contemporary,Irish War of Independence,1919–1921; Easter Rising 1916,1,,event,irish_war_of_independence,event
britain_ireland,ireland,13,1,Contemporary,Irish Free State (Dominion),1922–1937,1,,polity,irish_free_state,polity
britain_ireland,ireland,13,2,Contemporary,Republic of Ireland (Éire),1937–,1,,polity,republic_of_ireland,polity
britain_ireland,scotland,13,0,Contemporary,Northern Ireland (UK — devolved government),1921–,1,,unclassified,northern_ireland_uk,unclassified
britain_ireland,scotland,13,1,Contemporary,The Troubles,1968–1998; Good Friday Agreement 1998,1,,unclassified,the_troubles,unclassified
britain_ireland,wales,13,0,Contemporary,United Kingdom of Great Britain & Northern Ireland,1922–,2,united_kingdom,linked,united_kingdom_of_great_britain_northern_ireland,existing_polity
britain_ireland,wales,13,1,Contemporary,Windsor dynasty,1917–; renamed from Saxe-Coburg-Gotha,2,,regime,windsor_dynasty,regime
britain_ireland,wales,13,2,Contemporary,World War I · World War II,1914–1918 / 1939–1945,2,,event,world_war_i_world_war_ii,event
britain_ireland,wales,13,3,Contemporary,Decolonization (India 1947 · Africa 1960s),,2,,unclassified,decolonization,unclassified
britain_ireland,wales,13,4,Contemporary,Scottish devolution (Scottish Parliament restored),1999,2,,event,scottish_devolution,event
britain_ireland,wales,13,5,Contemporary,Welsh devolution (Senedd Cymru),1999,2,,unclassified,welsh_devolution,unclassified
britain_ireland,ireland,14,0,,Republic of Ireland,EU member (1973–); Celtic Tiger (1990s–2000s),1,,polity,republic_of_ireland,polity
britain_ireland,scotland,14,0,,United Kingdom,Brexit (EU withdrawal) 2016/2020,3,united_kingdom,linked,united_kingdom,existing_polity
bulgaria,north,0,0,Ancient,Getae · Triballi,"Thracian tribes, Danubian plain",1,,unclassified,getae_triballi,unclassified
bulgaria,cent,0,0,Ancient,Thracian tribes,,1,,people,thracian_tribes,people
bulgaria,south,0,0,Ancient,Odrysian Kingdom,c.480–170 BCE — Thrace core,1,,polity,odrysian_kingdom,polity
bulgaria,south,0,1,Ancient,Achaemenid Persian Empire,513–479 BCE,1,,polity,achaemenid_persian_empire,polity
bulgaria,north,1,0,,"Macedonian Kingdom — Philip II (Triballi, 339 BCE)",,1,,polity,macedonian_kingdom,polity
bulgaria,north,1,1,,Lysimachus — Kingdom of Thrace,305–281 BCE,1,,polity,lysimachus,polity
bulgaria,north,1,2,,Odrysian revival (Roman client),3rd–1st c. BCE,1,,regime,odrysian_revival,regime
bulgaria,cent,1,0,,Macedonian Kingdom,,1,,polity,macedonian_kingdom,polity
bulgaria,cent,1,1,,Lysimachus · Seleucid (brief),,1,,unclassified,lysimachus_seleucid,unclassified
bulgaria,cent,1,2,,Odrysian client,,1,,regime,odrysian_client,regime
bulgaria,south,1,0,,Macedonian Kingdom,,1,,polity,macedonian_kingdom,polity
bulgaria,south,1,1,,Lysimachus · Seleucid,,1,,unclassified,lysimachus_seleucid,unclassified
bulgaria,south,1,2,,Odrysian revival — client of Rome,,1,,regime,odrysian_revival__client_of_rome,regime
bulgaria,north,2,0,,Roman Moesia province,c.6 CE–,1,,polity,roman_moesia_province,polity
bulgaria,north,2,1,,Gothic raids · settlement,3rd–4th c.,1,,event,gothic_raids_settlement,event
bulgaria,north,2,2,,Hunnic raids,4th–5th c.,1,,event,hunnic_raids,event
bulgaria,cent,2,0,,Roman,,1,,people,roman_kingdom,existing_polity
bulgaria,cent,2,1,,Gothic · Hunnic raids,,1,,event,gothic_hunnic_raids,event
bulgaria,south,2,0,,Roman Thrace province,46 CE–,1,,polity,roman_thrace_province,polity
bulgaria,south,2,1,,Byzantine (Eastern Roman),from 395 CE,1,,unclassified,byzantine_empire,existing_polity
bulgaria,north,3,0,Medieval,Bulgar Khanate — Asparuh · Tervel,681–,1,,polity,bulgar_khanate,polity
bulgaria,north,3,1,Medieval,Pliska (first capital),,1,,unclassified,pliska,unclassified
bulgaria,cent,3,0,Medieval,Byzantine Empire,,1,byzantine_empire,linked,byzantine_empire,existing_polity
bulgaria,cent,3,1,Medieval,South Slavic migration settling,,1,,event,south_slavic_migration_settling,event
bulgaria,south,3,0,Medieval,Byzantine Empire — Thrace (core territory),,1,byzantine_empire,linked,byzantine_empire,existing_polity
bulgaria,north,4,0,,First Bulgarian Empire — Krum · Boris I · Simeon I,803–1018,2,first_bulgarian_empire,linked,first_bulgarian_empire,existing_polity
bulgaria,north,4,1,,Pliska → Preslav (capitals),,2,,event,pliska_preslav,event
bulgaria,south,4,0,,Byzantine Empire — Thrace,,1,byzantine_empire,linked,byzantine_empire,existing_polity
bulgaria,south,4,1,,Bulgarian border pressure,,1,,unclassified,bulgarian_border_pressure,unclassified
bulgaria,north,5,0,,Byzantine reconquest — Basil II,1018,2,,polity,byzantine_reconquest,polity
bulgaria,north,5,1,,Second Bulgarian Empire — Tărnovo,1185–1396,2,second_bulgarian_empire,linked,second_bulgarian_empire,existing_polity
bulgaria,south,5,0,,Byzantine Empire — Thrace,,1,byzantine_empire,linked,byzantine_empire,existing_polity
bulgaria,south,5,1,,Bulgarian–Byzantine contested,,1,,polity,bulgarian_byzantine_contested,polity
bulgaria,north,6,0,,Ottoman conquest,Tărnovo 1393 · Vidin 1396,3,,event,ottoman_conquest,event
bulgaria,north,7,0,Ottoman,Ottoman Empire — Danube vilayet · Rumelia · Bulgarian national revival movement,,3,ottoman_empire,linked,ottoman_empire,existing_polity
bulgaria,north,8,0,Modern,Principality of Bulgaria,1878–1908,3,,polity,principality_of_bulgaria,polity
bulgaria,north,8,1,Modern,Treaty of San Stefano · Congress of Berlin · Russian protectorate,,3,,polity,treaty_of_san_stefano_congress_of_berlin_russian_protectorat,polity
bulgaria,north,9,0,,Kingdom of Bulgaria,1908–1946,3,,polity,kingdom_of_bulgaria,polity
bulgaria,north,9,1,,Balkan Wars 1912–13 · WWI (Central Powers) · WWII (Axis-aligned),,3,,event,balkan_wars_1912_13_wwi_wwii,event
bulgaria,north,10,0,,People's Republic of Bulgaria,1946–1990,3,,people,people_s_republic_of_bulgaria,people
bulgaria,north,10,1,,Soviet-aligned · Warsaw Pact,,3,,unclassified,soviet_aligned_warsaw_pact,unclassified
bulgaria,north,11,0,,Republic of Bulgaria — NATO (2004) · EU member (2007),,3,,polity,republic_of_bulgaria,polity
croatia,istria,0,0,Ancient,Histri (Illyrian),indigenous Istrian tribe,1,,people,histri,people
croatia,istria,0,1,Ancient,Illyrian Kingdom,,1,,polity,illyrian_kingdom,polity
croatia,dalm,0,0,Ancient,Dalmatian Kingdom (Delmatae · Liburnians),,1,,polity,dalmatian_kingdom,polity
croatia,dalm,0,1,Ancient,Illyrian Kingdom,,1,,polity,illyrian_kingdom,polity
croatia,core,0,0,Ancient,Illyrian Kingdom · Pannonian tribes (Colapiani),,1,,people,illyrian_kingdom_pannonian_tribes,people
croatia,slav,0,0,Ancient,Celtic Scordisci · Pannonian tribes,,1,,people,celtic_scordisci_pannonian_tribes,people
croatia,istria,1,0,,Roman Empire — Regio X (Venetia et Histria),,1,,polity,roman_empire,polity
croatia,dalm,1,0,,Roman Republic (Illyrian Wars),229–168 BCE,1,roman_republic,linked,roman_republic,existing_polity
croatia,dalm,1,1,,Roman Empire — Dalmatia province,,1,,polity,roman_empire,polity
croatia,core,1,0,,Roman Empire — Pannonia Savia,,1,,polity,roman_empire,polity
croatia,slav,1,0,,Roman Empire — Pannonia Inferior · Pannonia Secunda,,1,,polity,roman_empire,polity
croatia,istria,2,0,Early Medieval,W. Roman → Odoacer → Ostrogothic → Byzantine,476–554,1,,event,w_roman_odoacer_ostrogothic_byzantine,event
croatia,dalm,2,0,Early Medieval,W. Roman → Odoacer → Ostrogothic → Byzantine,–554 CE,1,,event,w_roman_odoacer_ostrogothic_byzantine,event
croatia,core,2,0,Early Medieval,Ostrogothic Kingdom → Byzantine briefly,,1,ostrogothic_kingdom,linked,ostrogothic_kingdom_byzantine_briefly,existing_polity
croatia,slav,2,0,Early Medieval,Gepid Kingdom,454–567 CE,1,,polity,gepid_kingdom,polity
croatia,slav,2,1,Early Medieval,Avar Khaganate,567–796 CE,1,avar_khaganate,linked,avar_khaganate,existing_polity
croatia,istria,3,0,,Byzantine Empire,,1,byzantine_empire,linked,byzantine_empire,existing_polity
croatia,istria,3,1,,Lombard pressure (north),,1,,people,lombard_pressure,people
croatia,dalm,3,0,,Byzantine Empire — Dalmatian coastal theme,,1,byzantine_empire,linked,byzantine_empire,existing_polity
croatia,core,3,0,,Avar Khaganate · South Slavic migration,6th–7th c.,2,avar_khaganate,linked,avar_khaganate_south_slavic_migration,existing_polity
croatia,istria,4,0,,Frankish → Middle Frankish → East Frankish → HRE,8th–10th c.,1,,event,frankish_middle_frankish_east_frankish_hre,event
croatia,dalm,4,0,,Byzantine (coastal cities),,1,,unclassified,byzantine_empire,existing_polity
croatia,dalm,4,1,,Croatian Principality (hinterland),,1,,polity,croatian_principality,polity
croatia,core,4,0,,Croatian Principality · Frankish suzerainty (Carolingian),,1,,regime,croatian_principality_frankish_suzerainty,regime
croatia,slav,4,0,,Croatian Principality · East Frankish (Pannonian Croatia),,1,,polity,croatian_principality_east_frankish,polity
croatia,istria,5,0,Medieval,Holy Roman Empire,,1,holy_roman_empire,linked,holy_roman_empire,existing_polity
croatia,istria,5,1,Medieval,Venice — acquiring coastal towns,from c.1000,1,,unclassified,venice,unclassified
croatia,dalm,5,0,Medieval,Byzantine (some cities) · Croatian Kingdom,,1,croatian_kingdom,linked,byzantine_croatian_kingdom,existing_polity
croatia,dalm,5,1,Medieval,Venice — Dalmatian cities,1000 CE,1,,unclassified,venice,unclassified
croatia,core,5,0,Medieval,Croatian Kingdom — Tomislav,c.925 CE,1,croatian_kingdom,linked,croatian_kingdom,existing_polity
croatia,slav,5,0,Medieval,Croatian Kingdom → Hungarian pressure,,1,croatian_kingdom,linked,croatian_kingdom_hungarian_pressure,existing_polity
croatia,istria,6,0,,Venice Republic (acquiring coastal towns),,1,,polity,venice_republic,polity
croatia,istria,6,1,,HRE — Pazin / Mitterburg county,,1,,polity,hre,polity
croatia,dalm,6,0,,Hungary-Croatia (Pacta Conventa 1102),,1,,unclassified,hungary_croatia,unclassified
croatia,dalm,6,1,,Venice dominates · Republic of Ragusa forming,1358–,1,,polity,venice_dominates_republic_of_ragusa_forming,polity
croatia,core,6,0,,Hungary-Croatia (1102),,1,,unclassified,hungary_croatia,unclassified
croatia,core,6,1,,Mongol invasion,1241–1242,1,,event,mongol_invasion,event
croatia,slav,6,0,,Hungary-Croatia — County / Banate of Slavonia,,1,,polity,hungary_croatia,polity
croatia,istria,7,0,,Venice Republic (most of coast),,1,,polity,venice_republic,polity
croatia,istria,7,1,,Habsburg — Pazin county,,1,,regime,habsburg__pazin_county,regime
croatia,dalm,7,0,,Venice Republic,,1,,polity,venice_republic,polity
croatia,dalm,7,1,,Republic of Ragusa (Dubrovnik),autonomous 1358–1808,1,,polity,republic_of_ragusa,polity
croatia,core,7,0,,Hungary-Croatia → Habsburg,from 1527,1,,regime,hungary_croatia_habsburg,regime
croatia,slav,7,0,,Hungary-Croatia → Ottoman raids,,1,,event,hungary_croatia_ottoman_raids,event
croatia,slav,7,1,,Battle of Mohács,1526,1,,event,battle_of_mohacs,event
croatia,istria,8,0,Ottoman Frontier,Venice Republic,,1,,polity,venice_republic,polity
croatia,istria,8,1,Ottoman Frontier,Habsburg — Pazin,,1,,regime,habsburg__pazin,regime
croatia,dalm,8,0,Ottoman Frontier,Venice Republic,,1,,polity,venice_republic,polity
croatia,dalm,8,1,Ottoman Frontier,Republic of Ragusa,,1,,polity,republic_of_ragusa,polity
croatia,core,8,0,Ottoman Frontier,Habsburg Croatia (reduced rump state),,1,,regime,habsburg_croatia,regime
croatia,core,8,1,Ottoman Frontier,Military Frontier (Vojna Krajina),from 1593,1,,unclassified,military_frontier,unclassified
croatia,slav,8,0,Ottoman Frontier,Ottoman Empire — most of Slavonia,1536–1699,1,ottoman_empire,linked,ottoman_empire,existing_polity
croatia,istria,9,0,,Venice Republic,,1,,polity,venice_republic,polity
croatia,istria,9,1,,Habsburg — Pazin area,,1,,regime,habsburg__pazin_area,regime
croatia,dalm,9,0,,Venice Republic,,1,,polity,venice_republic,polity
croatia,dalm,9,1,,Republic of Ragusa,,1,,polity,republic_of_ragusa,polity
croatia,core,9,0,,Habsburg Croatia · Military Frontier,,1,,regime,habsburg_croatia_military_frontier,regime
croatia,slav,9,0,,Habsburg — reconquered (Treaty of Karlowitz 1699),,1,,regime,habsburg__reconquered,regime
croatia,slav,9,1,,Slavonian Military Frontier,,1,,unclassified,slavonian_military_frontier,unclassified
croatia,istria,10,0,19th c.,Habsburg → Austria-Hungary (Austrian Küstenland),,1,,regime,habsburg_austria_hungary,regime
croatia,dalm,10,0,19th c.,French (briefly 1806–14) → Austrian Empire,,1,,polity,french_austrian_empire,polity
croatia,dalm,10,1,19th c.,Austria-Hungary — Dalmatia crown land,,1,,unclassified,austria_hungary,unclassified
croatia,core,10,0,19th c.,Austrian Empire → Austria-Hungary,,2,,polity,austrian_empire_austria_hungary,polity
croatia,core,10,1,19th c.,Kingdom of Croatia-Slavonia (1868),,2,,polity,kingdom_of_croatia_slavonia,polity
croatia,istria,11,0,Yugoslav,Italy — Istria (Treaty of Rapallo 1920),,1,,event,italy,event
croatia,dalm,11,0,Yugoslav,Kingdom of SCS → Yugoslavia,,1,,polity,kingdom_of_scs_yugoslavia,polity
croatia,dalm,11,1,Yugoslav,Italy — Zadar & some coastal towns,,1,,unclassified,italy,unclassified
croatia,core,11,0,Yugoslav,"Kingdom of Serbs, Croats & Slovenes → Kingdom of Yugoslavia",,2,,polity,kingdom_of_serbs_croats_slovenes_kingdom_of_yugoslavia,polity
croatia,istria,12,0,,Italy — annexed Istria,1941–1943,1,,unclassified,italy,unclassified
croatia,dalm,12,0,,Italy (1941–43) → Germany / NDH (1943–45),,1,,event,italy_germany_ndh,event
croatia,core,12,0,,Independent State of Croatia (NDH) — Axis puppet,1941–1945,1,,regime,independent_state_of_croatia__axis_puppet,regime
croatia,slav,12,0,,NDH,,1,,unclassified,ndh,unclassified
croatia,slav,12,1,,Hungary — Baranja occupied,1941–1944,1,,unclassified,hungary,unclassified
croatia,istria,13,0,,Yugoslavia / Croatia (Zone B → Croatia 1954),Treaty of Osimo 1975,1,,event,yugoslavia_croatia,event
croatia,dalm,13,0,,SFR Yugoslavia — Socialist Republic of Croatia,,3,,polity,sfr_yugoslavia,polity
croatia,istria,14,0,Contemporary,Republic of Croatia (1991),,1,,polity,republic_of_croatia,polity
croatia,dalm,14,0,Contemporary,Republic of Croatia,,1,,polity,republic_of_croatia,polity
croatia,dalm,14,1,Contemporary,RSK (brief Krajina Serb presence),1991–1995,1,,unclassified,rsk,unclassified
croatia,core,14,0,Contemporary,Republic of Croatia,,1,,polity,republic_of_croatia,polity
croatia,core,14,1,Contemporary,Republic of Serbian Krajina (RSK),1991–1995,1,,polity,republic_of_serbian_krajina,polity
croatia,slav,14,0,Contemporary,Republic of Croatia,,1,,polity,republic_of_croatia,polity
croatia,slav,14,1,Contemporary,RSK — Eastern Slavonia,1991–1995,1,,unclassified,rsk,unclassified
croatia,slav,14,2,Contemporary,UNTAES administration,1996–1998,1,,polity,untaes_administration,polity
croatia,istria,15,0,,Republic of Croatia — NATO (2009) · EU member (2013),,4,,polity,republic_of_croatia,polity
czech_slovakia,bohemia,0,0,Ancient,Celtic Boii,c.400–50 BCE; give Bohemia its name,3,,people,celtic_boii,people
czech_slovakia,bohemia,0,1,Ancient,Germanic tribes (Marcomanni · Quadi),c.50 BCE–5th c.,3,,people,germanic_tribes,people
czech_slovakia,bohemia,0,2,Ancient,West Slavic settlement,c.500–600,3,,people,west_slavic_settlement,people
czech_slovakia,bohemia,0,3,Ancient,Avar Khaganate (overlordship),c.560–626,3,avar_khaganate,linked,avar_khaganate,existing_polity
czech_slovakia,bohemia,0,4,Ancient,Samo's Empire (first Slavic polity),623–658,3,,polity,samo_s_empire,polity
czech_slovakia,bohemia,1,0,Early Medieval,Czech tribes (fragmented),7th–9th c.,1,,people,czech_tribes,people
czech_slovakia,moravia,1,0,Early Medieval,Duchy of Moravia (Mojmír I),c.820–833,1,,polity,duchy_of_moravia,polity
czech_slovakia,moravia,1,1,Early Medieval,Great Moravia (Rastislav · Svatopluk I),833–907,1,,unclassified,great_moravia,unclassified
czech_slovakia,slovakia,1,0,Early Medieval,Principality of Nitra (within Great Moravia),c.828–907,1,,polity,principality_of_nitra,polity
czech_slovakia,bohemia,2,0,,Duchy of Bohemia — Přemyslid dynasty,c.870–1198,1,,regime,duchy_of_bohemia__premyslid_dynasty,regime
czech_slovakia,moravia,2,0,,Moravia absorbed into Bohemia,after 907,1,,unclassified,moravia_absorbed_into_bohemia,unclassified
czech_slovakia,moravia,2,1,,Margraviate of Moravia (under Bohemian crown),1182–,1,,polity,margraviate_of_moravia,polity
czech_slovakia,slovakia,2,0,,Magyar conquest,895–907; Great Moravia collapses,1,,event,magyar_conquest,event
czech_slovakia,slovakia,2,1,,Kingdom of Hungary (Árpád dynasty),1000–1301,1,kingdom_of_hungary,linked,kingdom_of_hungary,existing_polity
czech_slovakia,bohemia,3,0,High Medieval,Kingdom of Bohemia — Přemyslid dynasty,1198–1306,1,kingdom_of_bohemia,linked,kingdom_of_bohemia,existing_polity
czech_slovakia,bohemia,3,1,High Medieval,"Ottokar II — great power (Austria, Styria, Carinthia)",1253–1278,1,,unclassified,ottokar_ii,unclassified
czech_slovakia,moravia,3,0,High Medieval,Margraviate of Moravia (Přemyslid appanage),1182–1306,1,,polity,margraviate_of_moravia,polity
czech_slovakia,slovakia,3,0,High Medieval,Kingdom of Hungary,,1,kingdom_of_hungary,linked,kingdom_of_hungary,existing_polity
czech_slovakia,bohemia,4,0,,Kingdom of Bohemia — Piast dynasty (briefly),1300–1306,2,kingdom_of_bohemia,linked,kingdom_of_bohemia,existing_polity
czech_slovakia,bohemia,4,1,,Kingdom of Bohemia — Luxembourg dynasty,1310–1437,2,kingdom_of_bohemia,linked,kingdom_of_bohemia,existing_polity
czech_slovakia,bohemia,4,2,,Charles IV — Holy Roman Emperor,1346–1378; Prague = imperial capital,2,,polity,charles_iv,polity
czech_slovakia,slovakia,4,0,,Kingdom of Hungary — Angevin dynasty,1301–1395,1,kingdom_of_hungary,linked,kingdom_of_hungary,existing_polity
czech_slovakia,slovakia,4,1,,Matthias Corvinus (briefly holds Moravia too),1469–1490,1,,unclassified,matthias_corvinus,unclassified
czech_slovakia,bohemia,5,0,Hussite / Late Medieval,Hussite Wars (Bohemian Reformation),1419–1434; Jan Hus burned 1415,2,,event,hussite_wars,event
czech_slovakia,bohemia,5,1,Hussite / Late Medieval,Hussite Bohemia (Utraquists vs Catholics),1419–1436,2,,unclassified,hussite_bohemia,unclassified
czech_slovakia,bohemia,5,2,Hussite / Late Medieval,George of Poděbrady — 'Hussite King',1458–1471,2,,unclassified,george_of_podebrady,unclassified
czech_slovakia,bohemia,5,3,Hussite / Late Medieval,Kingdom of Bohemia — Jagiellonian dynasty,1471–1526,2,kingdom_of_bohemia,linked,kingdom_of_bohemia,existing_polity
czech_slovakia,slovakia,5,0,Hussite / Late Medieval,Kingdom of Hungary — Jagiellonian dynasty,1490–1526; ends at Battle of Mohács,1,kingdom_of_hungary,linked,kingdom_of_hungary,existing_polity
czech_slovakia,bohemia,6,0,Habsburg Era,Kingdom of Bohemia — Habsburg dynasty,1526–1918,2,kingdom_of_bohemia,linked,kingdom_of_bohemia,existing_polity
czech_slovakia,bohemia,6,1,Habsburg Era,Habsburg Monarchy,,2,habsburg_monarchy,linked,habsburg_monarchy,existing_polity
czech_slovakia,bohemia,6,2,Habsburg Era,Thirty Years' War,"1618–1648; Bohemian Revolt 1618, defeat at White Mountain 1620",2,,event,thirty_years_war,event
czech_slovakia,bohemia,6,3,Habsburg Era,Forced re-Catholicization · Germanization,1620s–,2,,unclassified,forced_re_catholicization_germanization,unclassified
czech_slovakia,slovakia,6,0,Habsburg Era,Kingdom of Hungary — Habsburg rule,1526–,1,kingdom_of_hungary,linked,kingdom_of_hungary,existing_polity
czech_slovakia,slovakia,6,1,Habsburg Era,Ottoman Empire — Ottoman Hungary (south),1541–1699,1,ottoman_empire,linked,ottoman_empire,existing_polity
czech_slovakia,slovakia,6,2,Habsburg Era,Slovakia = Habsburg Hungary's core (Pressburg/Bratislava = capital),1536–1783,1,,regime,slovakia_habsburg_hungary_s_core,regime
czech_slovakia,bohemia,7,0,,Czech National Revival (linguistic · cultural),late 18th–19th c.,2,,unclassified,czech_national_revival,unclassified
czech_slovakia,bohemia,7,1,,Austro-Hungarian Compromise — Bohemia stays Austrian,1867,2,,event,austro_hungarian_compromise,event
czech_slovakia,slovakia,7,0,,Austro-Hungarian Compromise — Slovakia stays Hungarian,1867,1,,event,austro_hungarian_compromise,event
czech_slovakia,slovakia,7,1,,Magyarization policies (Slovak language suppressed),1867–1918,1,,unclassified,magyarization_policies,unclassified
czech_slovakia,bohemia,8,0,Czechoslovakia,Czechoslovak Republic (First Republic — T.G. Masaryk),1918–1938,3,czechoslovakia,linked,czechoslovak_republic_first_republic,existing_polity
czech_slovakia,bohemia,9,0,,Second Republic (truncated),Oct 1938 – Mar 1939; Munich Agreement cedes Sudetenland,2,czechoslovakia,linked,second_republic,existing_polity
czech_slovakia,bohemia,9,1,,Protectorate of Bohemia & Moravia (Nazi occupation),1939–1945,2,nazi_germany,linked,protectorate_of_bohemia_moravia,existing_polity
czech_slovakia,bohemia,9,2,,Czechoslovak government-in-exile (Beneš — London),1939–1945,2,,event,czechoslovak_government_in_exile_benes,event
czech_slovakia,slovakia,9,0,,First Slovak Republic (Tiso — Nazi client state),1939–1945,1,,regime,first_slovak_republic_tiso__nazi_client_state,regime
czech_slovakia,bohemia,10,0,,Third Republic (restored),1945–1948; Sudeten Germans expelled,3,czechoslovakia,linked,third_republic,existing_polity
czech_slovakia,bohemia,10,1,,Czechoslovak Socialist Republic,1948–1989; Communist coup Feb 1948,3,czechoslovakia,linked,czechoslovak_socialist_republic,existing_polity
czech_slovakia,bohemia,10,2,,Prague Spring — reform crushed by Warsaw Pact invasion,1968,3,,event,prague_spring,event
czech_slovakia,bohemia,10,3,,Federalization (Czech SR + Slovak SR),1969,3,,unclassified,federalization,unclassified
czech_slovakia,bohemia,11,0,Contemporary,Czechoslovak Federal Republic (post-Velvet Revolution),1989–1992,3,czechoslovakia,linked,czechoslovak_federal_republic,existing_polity
czech_slovakia,bohemia,11,1,Contemporary,Velvet Divorce (peaceful dissolution),1 January 1993,3,,unclassified,velvet_divorce,unclassified
czech_slovakia,bohemia,12,0,,Czech Republic (Česká republika),1993–,2,,polity,czech_republic,polity
czech_slovakia,bohemia,12,1,,NATO member (1999) · EU member (2004),,2,,event,nato_member_eu_member,event
czech_slovakia,slovakia,12,0,,Slovak Republic (Slovenská republika),1993–,1,,polity,slovak_republic,polity
czech_slovakia,slovakia,12,1,,NATO (2004) · EU (2004) · Eurozone (2009),,1,,unclassified,nato_eu_eurozone,unclassified
france,north,0,0,Prehistoric,Neanderthals,"c.400,000–30,000 BCE",4,,people,neanderthals,people
france,north,0,1,Prehistoric,Homo sapiens migration,"c.45,000 BCE–",4,,event,homo_sapiens_migration,event
france,north,0,2,Prehistoric,Magdalenian culture,"c.17,000–12,000 BCE",4,,culture,magdalenian_culture,culture
france,north,0,3,Prehistoric,Early European farmers,c.5500 BCE–,4,,people,early_european_farmers,people
france,north,0,4,Prehistoric,Atlantic megalithic culture,c.4500–2000 BCE,4,,culture,atlantic_megalithic_culture,culture
france,north,0,5,Prehistoric,Cardial / Impressed Ware culture,c.5500–4500 BCE,4,,culture,cardial_impressed_ware_culture,culture
france,north,0,6,Prehistoric,Atlantic Bronze Age,c.1300–700 BCE,4,,culture,atlantic_bronze_age_culture,culture
france,north,0,7,Prehistoric,Tumulus culture → Urnfield culture,c.1600–750 BCE,4,,culture,tumulus_culture_urnfield_culture,culture
france,north,0,8,Prehistoric,Hallstatt culture,c.800–450 BCE,4,,culture,hallstatt_culture,culture
france,north,0,9,Prehistoric,La Tène culture,c.450–50 BCE,4,,culture,la_tene_culture,culture
france,north,1,0,Ancient,Belgae (Gallia Belgica),c.300 BCE–,1,,unclassified,belgae,unclassified
france,north,1,1,Ancient,Parisii · Suessiones · Remi · Nervii,,1,,unclassified,parisii_suessiones_remi_nervii,unclassified
france,west,1,0,Ancient,Armoricani (Armorica),c.500 BCE–,1,,unclassified,armoricani,unclassified
