entity_id,entity_type,canonical_name,panel_count,panels,source_labels
histri,existing_polity,Histri (Illyrian),2,croatia|slovenia,Histri (Illyrian)
italy,existing_polity,Italy — Zadar & some coastal towns,2,croatia|slovenia,Italy — Zadar & some coastal towns | Italy — Istria (continued)
germanic_tribes,existing_polity,Germanic tribes (Marcomanni · Quadi),2,czech_slovakia|poland,Germanic tribes (Marcomanni · Quadi) | Germanic tribes (Lugii · Vandals · Goths · Burgundians)
west_slavic_settlement,existing_polity,West Slavic settlement,2,czech_slovakia|poland,West Slavic settlement | West Slavic settlement (Polanie · Vistulans · Slenzans · Pomeranians)
great_moravia,existing_polity,Great Moravia (Rastislav · Svatopluk I),2,czech_slovakia|poland,Great Moravia (Rastislav · Svatopluk I) | Great Moravia (brief overlordship of Vistulans)
czechoslovakia,existing_polity,Czechoslovak Republic (First Republic — T.G. Masaryk),2,czech_slovakia|ukraine,Czechoslovak Republic (First Republic — T.G. Masaryk) | Second Republic (truncated) | Third Republic (restored) | Czechoslovak Socialist Republic | Czechoslovak Federal Republic (post-Velvet Revolution) | Romania — Bukovina · Czechoslovakia — Ruthenia | Transcarpathia from Czechoslovakia
federalization,existing_polity,Federalization (Czech SR + Slovak SR),2,czech_slovakia|low_countries,Federalization (Czech SR + Slovak SR) | Federalization (Flemish · Walloon · Brussels regions)
hallstatt_culture,existing_polity,Hallstatt culture,2,france|poland,Hallstatt culture | Hallstatt culture · Pomeranian culture
belgae,existing_polity,Belgae (Gallia Belgica),2,france|low_countries,Belgae (Gallia Belgica) | Belgae (Celtic-Germanic tribes) | Belgae (Aduatuci · Treveri · Tungri)
frankish_settlement,existing_polity,Frankish settlement (Salian Franks),2,france|germany,Frankish settlement (Salian Franks) | Frankish settlement (Ripuarian · Salian Franks)
visigothic_kingdom,existing_polity,Visigothic Kingdom (Toulouse),2,france|iberia,Visigothic Kingdom (Toulouse) | Visigothic Kingdom absorbs Suebi | Visigothic Kingdom (Toledo capital after 507) | Visigothic Kingdom
al_andalus,existing_polity,Al-Andalus (Umayyad raids into Aquitaine),2,france|iberia,Al-Andalus (Umayyad raids into Aquitaine) | Emirate of Córdoba (Umayyad) | Caliphate of Córdoba | Taifa Kingdoms (reinos de taifas) | Nasrid Emirate of Granada
alemannic_settlement,existing_polity,Alemannic settlement (Alsace),2,france|switzerland_austria,Alemannic settlement (Alsace) | Alemannic settlement (eastern Swiss Plateau · Swabia)
french_first_empire,existing_polity,French First Empire — Bonaparte dynasty,2,france|low_countries,French First Empire — Bonaparte dynasty | French First Empire
german_empire,existing_polity,Alsace-Lorraine (German Empire),2,france|germany,Alsace-Lorraine (German Empire) | German Empire (Deutsches Kaiserreich)
vichy_france,existing_polity,Vichy France (Pétain),2,france|algeria,Vichy France (Pétain) | Vichy France / Free France
celtic_la_tene_culture,existing_polity,Celtic La Tène culture (Rhineland · southern Germany),2,germany|hungary,Celtic La Tène culture (Rhineland · southern Germany) | Celtic La Tène culture (Boii · Taurisci · Azali)
teutonic_order,existing_polity,Teutonic Order — crusade against Prussians,2,germany|poland,Teutonic Order — crusade against Prussians | Teutonic Order State (Monastic State of Prussia) | Duchy of Prussia (Teutonic Order secularized) | Teutonic Order in Pomerelia / Prussia (hostile neighbor)
kingdom_of_prussia,existing_polity,Brandenburg-Prussia (Frederick William — the Great Elector),2,germany|poland,Brandenburg-Prussia (Frederick William — the Great Elector) | Kingdom of Prussia (Frederick I) | Kingdom of Prussia | Kingdom of Prussia — Bismarck era | Prussian Partition (Greater Poland · Pomerania)
german_confederation,existing_polity,German Confederation (Deutscher Bund — 39 states),2,germany|switzerland_austria,German Confederation (Deutscher Bund — 39 states) | German Confederation (Austria as president)
latin_empire,existing_polity,Latin Empire — Constantinople-based,2,greece|anatolia,Latin Empire — Constantinople-based | Latin Empire · Nicaea Empire
free_dacians,existing_polity,Free Dacians / Carpi,2,hungary|romania,Free Dacians / Carpi | Free Dacians — Carpi (east of Roman reach) | Free Dacians / Carpi · Goths · Alans
hungarian_grand_principality,existing_polity,Hungarian Grand Principality (Árpád conquest),2,hungary|switzerland_austria,Hungarian Grand Principality (Árpád conquest) | Hungarian Grand Principality (overlordship)
principality_of_transylvania,existing_polity,"Principality of Transylvania (Ottoman vassal, de facto autonomous)",2,hungary|romania,"Principality of Transylvania (Ottoman vassal, de facto autonomous) | Principality of Transylvania"
celts,existing_polity,Celts (NW Gallaecia),2,iberia|serbia,Celts (NW Gallaecia) | Celts (Scordisci)
carthage,existing_polity,Carthaginian expansion (New Carthage),2,iberia|tunisia,Carthaginian expansion (New Carthage) | Carthage (Punic civilization)
crown_of_aragon,existing_polity,Crown of Aragon (Aragon + Catalonia),2,iberia|italy,"Crown of Aragon (Aragon + Catalonia) | Crown of Aragon (Sicily 1282, Sardinia 1323) | Crown of Aragon (Naples 1442, Mediterranean empire) | Crown of Aragon (unified Sicily)"
roman_kingdom,existing_polity,Roman Kingdom,2,italy|algeria,Roman Kingdom | Mauro-Roman Kingdom · Altava Kingdom
lombard_kingdom,existing_polity,Lombard Kingdom (Milan · Pavia),2,italy|switzerland_austria,Lombard Kingdom (Milan · Pavia) | Lombard Kingdom (parts of Tyrol · Carinthia)
austrian_empire,existing_polity,Austrian Empire — Lombardy-Venetia,2,italy|ukraine,Austrian Empire — Lombardy-Venetia | Austrian Empire — Galicia
kingdom_of_poland,existing_polity,Kingdom of Poland — Bolesław I the Brave,2,poland|ukraine,Kingdom of Poland — Bolesław I the Brave | Kingdom of Poland reunified — Władysław I the Elbow-High | Kingdom of Poland — Jagiellonian dynasty | Congress Kingdom of Poland (Russian puppet) | Regency Kingdom of Poland (German puppet — WWI) | Second Polish Republic (Józef Piłsudski) | Kingdom of Poland — Galicia
slavic_migration,existing_polity,Slavic migration,2,romania|ukraine,Slavic migration | Slavic migration (Antes · Sklavenoi)
pechenegs,existing_polity,Pechenegs (from c.895 CE),2,romania|ukraine,Pechenegs (from c.895 CE) | Pechenegs (from c.900)
scythian,existing_polity,Scythian / Sarmatian steppe fringe,2,russia|iran,Scythian / Sarmatian steppe fringe | Scythian / Saka
kievan_rus_regime,existing_polity,Kievan Rus — Vladimir-Suzdal Principality,2,russia|ukraine,Kievan Rus — Vladimir-Suzdal Principality | Kievan Rus fringe · Khazar remnants | Kievan Rus — Volhynia principality | Kievan Rus — Kyiv (capital) | Kievan Rus — Pereyaslavl · Chernihiv | Kievan Rus steppe border · Pecheneg/Cuman raids | Kievan Rus — fragmented into principalities
old_assyrian_colonies,existing_polity,Old Assyrian colonies (Kārum Kanesh),2,anatolia|iraq,Old Assyrian colonies (Kārum Kanesh) | Old Assyrian colonies (Kārum)
middle_assyrian_empire,existing_polity,Middle Assyrian Empire,2,anatolia|iraq,Middle Assyrian Empire
mongol_il_khanate,existing_polity,Mongol Il-Khanate,2,anatolia|iraq,Mongol Il-Khanate | Mongol · Il-Khanate
kingdom_of_saba,existing_polity,Kingdom of Saba (Sheba),2,arabia|yemen,Kingdom of Saba (Sheba) | Kingdom of Saba (Sheba — Ma'rib) | Saba (revived — Hamdan dynasty)
nabataean_kingdom,existing_polity,Nabataean Kingdom (partial),2,arabia|levant,Nabataean Kingdom (partial) | Nabataean Kingdom
himyarite_kingdom,existing_polity,Himyarite Kingdom,2,arabia|yemen,Himyarite Kingdom | Himyarite Kingdom (absorbs Saba) | Himyarite Kingdom (unified Yemen)
lakhmid_kingdom,existing_polity,"Lakhmid Kingdom (NE, Sassanid-aligned)",2,arabia|iraq,"Lakhmid Kingdom (NE, Sassanid-aligned) | Lakhmid Kingdom (al-Hira)"
ziyadid_dynasty,existing_polity,Ziyadid Dynasty,2,arabia|yemen,Ziyadid Dynasty | Ziyadid dynasty (Tihama coast)
sulayhid_dynasty,existing_polity,Sulayhid Dynasty,2,arabia|yemen,Sulayhid Dynasty | Sulayhid dynasty (Ismaili Shia)
republic_of_yemen,existing_polity,Republic of Yemen,2,arabia|yemen,Republic of Yemen | Republic of Yemen (unified)
shulaveri_shomu_culture,existing_polity,Shulaveri-Shomu culture,2,armenia|georgia,Shulaveri-Shomu culture
trialeti_vanadzor_culture,existing_polity,Trialeti-Vanadzor culture,2,armenia|georgia,Trialeti-Vanadzor culture
karabakh_khanate,existing_polity,Karabakh Khanate,2,armenia|azerbaijan,Karabakh Khanate
cimmerian_scythian_nomads,existing_polity,Cimmerian · Scythian nomads,2,azerbaijan|georgia,Cimmerian · Scythian nomads
sajid_dynasty,existing_polity,Sajid dynasty (Arran),2,azerbaijan|iran,Sajid dynasty (Arran) | Sajid Dynasty
palmyrene_empire,existing_polity,Palmyrene Empire (Zenobia),2,egypt|levant,Palmyrene Empire (Zenobia)
muhammad_ali_dynasty,existing_polity,Muhammad Ali dynasty (Khedivate of Egypt),2,egypt|sudan,Muhammad Ali dynasty (Khedivate of Egypt) | Muhammad Ali dynasty — Turco-Egyptian Sudan
united_arab_republic,existing_polity,United Arab Republic (union with Syria),2,egypt|levant,United Arab Republic (union with Syria) | United Arab Republic (with Egypt)
pre_pottery_neolithic_a_culture,existing_polity,Pre-Pottery Neolithic A·B,2,iraq|levant,Pre-Pottery Neolithic A·B
gutian_dynasty,existing_polity,Gutian dynasty,2,iraq|iran,Gutian dynasty
ur_iii,existing_polity,Third Dynasty of Ur (Ur III),2,iraq|iran,Third Dynasty of Ur (Ur III) | Ur III (Neo-Sumerian)
old_babylonian,existing_polity,Old Babylonian (western frontier),2,iraq|iran,Old Babylonian (western frontier) | Old Babylonian Empire | Old Babylonian
hamdanid_emirate,existing_polity,Hamdanid Emirate (Mosul),2,iraq|levant,Hamdanid Emirate (Mosul) | Hamdanid Emirate (Aleppo)
zangid_atabegate,existing_polity,Zangid Atabegate (Mosul),2,iraq|levant,Zangid Atabegate (Mosul) | Zangid Atabegate (Aleppo · Mosul)
buyid_dynasty,existing_polity,Buyid dynasty,2,iraq|iran,Buyid dynasty | Buyid Dynasty
zand_dynasty,existing_polity,Zand dynasty (Basra),2,iraq|iran,Zand dynasty (Basra) | Zand Dynasty
egyptian_new_kingdom,existing_polity,Egyptian New Kingdom (coastal),2,levant|sudan,Egyptian New Kingdom (coastal) | Egyptian New Kingdom | Egyptian New Kingdom — Nubia (Kush as vassal)
capsian_culture,existing_polity,Capsian culture · Amazigh / Berber peoples,2,morocco|algeria,Capsian culture · Amazigh / Berber peoples | Capsian culture / Berber peoples
berber,existing_polity,Berber / Mauretania,2,morocco|libya,Berber / Mauretania | Berber / Saharan | Berber (Zenata) | Berber (Atlas tribes) | Berber / Libu peoples | Berber / Tuareg tribes | Berber / Tuareg (Ibadi independent) | Berber / Tuareg
mauretania_kingdom,existing_polity,Mauretania Kingdom,2,morocco|algeria,Mauretania Kingdom
muhallabid_governors,existing_polity,Muhallabid governors,2,libya|tunisia,Muhallabid governors
british_military_administration,existing_polity,British Military Administration,2,libya|malaysia_singapore_brunei,British Military Administration
kanem_empire,existing_polity,Kanem Empire · Daju,2,sudan|west_africa,Kanem Empire · Daju | Kanem Empire (Lake Chad basin)
nanda_empire,existing_polity,Nanda Empire,2,india|pakistan,Nanda Empire
shunga_dynasty,existing_polity,Shunga Dynasty,2,india|pakistan,Shunga Dynasty | Shunga Dynasty (upper Sindh)
chola_empire,existing_polity,Chola (early — Sangam period),2,india|sri_lanka,Chola (early — Sangam period) | Chola Empire (re-emerging under Vijayalaya) | Chola Empire — Rajaraja I · Rajendra I · maritime empire | Chola Empire (declining) | Chola Empire (conquest of Anuradhapura)
gupta_empire,existing_polity,Gupta Empire — Golden Age of India,2,india|pakistan,Gupta Empire — Golden Age of India | Gupta Empire (Punjab frontier)
harsha_empire,existing_polity,Vardhana dynasty — Harsha (Kannauj),2,india|pakistan,Vardhana dynasty — Harsha (Kannauj) | Vardhana (Harsha) dynasty
pratihara_dynasty,existing_polity,Gurjara-Pratihara Dynasty (Gujarat · Rajasthan),2,india|pakistan,Gurjara-Pratihara Dynasty (Gujarat · Rajasthan) | Gurjara-Pratihara Dynasty — Kannauj hegemon · Tripartite Struggle | Pratihara declining → Rajput fragmentation | Pratihara Dynasty — repelled Arab invasions
pakistan,existing_polity,Pakistan (West Pakistan),2,india|pakistan,Pakistan (West Pakistan) | East Pakistan (1947–1971) | Dominion of Pakistan (West Pakistan) | Islamic Republic of Pakistan
majapahit_empire,existing_polity,Majapahit Empire (greatest Indonesian state),2,indonesia|malaysia_singapore_brunei,Majapahit Empire (greatest Indonesian state) | Majapahit Empire (Javanese overlordship)
brunei_sultanate,existing_polity,Brunei Sultanate (NW Borneo),2,indonesia|malaysia_singapore_brunei,Brunei Sultanate (NW Borneo) | Brunei Sultanate (peak — controls most of Borneo coast) | Brunei Sultanate (British protectorate)
sulu_sultanate,existing_polity,Sulu Sultanate (NE Borneo),2,indonesia|malaysia_singapore_brunei,Sulu Sultanate (NE Borneo)
funan,existing_polity,Funan (Óc Eo — Indianized kingdom),2,thailand_cambodia_laos|vietnam,Funan (Óc Eo — Indianized kingdom) | Funan (Óc Eo — Mekong delta)
khmer_empire,existing_polity,Khmer Empire (dominates central Thailand / Isan),2,thailand_cambodia_laos|vietnam,Khmer Empire (dominates central Thailand / Isan) | Khmer Empire (Angkor — Jayavarman II to Jayavarman VII) | Khmer Empire (overlordship of Lao territories) | Khmer Empire (Angkor — dominates Mekong)
neolithic_farmers_culture,existing_polity,Neolithic farmers,1,afghanistan,Neolithic farmers
mundigak,existing_polity,Mundigak — Indus-related urban site,1,afghanistan,Mundigak — Indus-related urban site | Mundigak (eastern contacts)
aryan_migration,existing_polity,Aryan migration · Vedic peoples,1,afghanistan,Aryan migration · Vedic peoples
shortugai,existing_polity,Shortugai (Harappan colony),1,afghanistan,Shortugai (Harappan colony) | Shortugai (Harappan colony — lapis lazuli source)
aryan_migrations,existing_polity,Aryan migrations — proto-Bactrian pastoralists,1,afghanistan,Aryan migrations — proto-Bactrian pastoralists
indus_valley_contacts,existing_polity,Indus Valley contacts,1,afghanistan,Indus Valley contacts
gandara_grave_culture,existing_polity,Gandara Grave Culture,1,afghanistan,Gandara Grave Culture | Gandara Grave Culture — early Indo-Aryan
neolithic_highland_peoples_culture,existing_polity,Neolithic highland peoples,1,afghanistan,Neolithic highland peoples
east_iranian_peoples,existing_polity,East Iranian peoples (Avestan sphere — 'Haroiva'),1,afghanistan,East Iranian peoples (Avestan sphere — 'Haroiva')
gandara_kamboja,existing_polity,Gandara · Kamboja (Rigvedic peoples),1,afghanistan,Gandara · Kamboja (Rigvedic peoples) | Gandara · Kamboja (eastern border peoples)
bactrian_pastoralists,existing_polity,Bactrian pastoralists (Avestan 'Bāxδī' — holy land),1,afghanistan,Bactrian pastoralists (Avestan 'Bāxδī' — holy land)
central_asian_nomadic_groups,existing_polity,Central Asian nomadic groups,1,afghanistan,Central Asian nomadic groups
east_iranian_highland_peoples,existing_polity,East Iranian highland peoples,1,afghanistan,East Iranian highland peoples
nuristani,existing_polity,Nuristani / Dardic ancestors (non-Indo-Iranian),1,afghanistan,Nuristani / Dardic ancestors (non-Indo-Iranian)
yuezhi_transit,existing_polity,Yuezhi transit,1,afghanistan,Yuezhi transit
hephthalite_principalities,existing_polity,Hephthalite principalities (Zabul / Zun cult),1,afghanistan,Hephthalite principalities (Zabul / Zun cult)
tocharistan_yabgu_state,existing_polity,Tocharistan Yabgu state,1,afghanistan,Tocharistan Yabgu state
semi_independent_highland_principalities,existing_polity,Semi-independent highland principalities,1,afghanistan,Semi-independent highland principalities
saffarid_samanid,existing_polity,Saffarid · Samanid (western Kabul pressure),1,afghanistan,Saffarid · Samanid (western Kabul pressure)
bukhara_khanate,existing_polity,Bukhara Khanate (Uzbek control of Balkh),1,afghanistan,Bukhara Khanate (Uzbek control of Balkh) | Bukhara Khanate (recaptured)
herat_emirate,existing_polity,Herat Emirate (Sadozai / Kuhzad),1,afghanistan,Herat Emirate (Sadozai / Kuhzad)
kandahar_emirate,existing_polity,Kandahar Emirate (Sadozai / Barakzai),1,afghanistan,Kandahar Emirate (Sadozai / Barakzai)
maimana_khanate,existing_polity,Maimana Khanate · Kunduz Khanate,1,afghanistan,Maimana Khanate · Kunduz Khanate
kingdom_of_afghanistan,existing_polity,Kingdom of Afghanistan,1,afghanistan,Kingdom of Afghanistan
republic_of_afghanistan,existing_polity,Republic of Afghanistan (Daoud Khan),1,afghanistan,Republic of Afghanistan (Daoud Khan)
democratic_republic_of_afghanistan,existing_polity,Democratic Republic of Afghanistan (PDPA),1,afghanistan,Democratic Republic of Afghanistan (PDPA)
islamic_state_of_afghanistan,existing_polity,Islamic State of Afghanistan (Mujahedeen government),1,afghanistan,Islamic State of Afghanistan (Mujahedeen government)
northern_alliance_stronghold,existing_polity,Northern Alliance stronghold (Herat — Ismail Khan),1,afghanistan,Northern Alliance stronghold (Herat — Ismail Khan)
taliban_first_emirate,existing_polity,Taliban First Emirate,1,afghanistan,Taliban First Emirate
northern_alliance,existing_polity,Northern Alliance (Balkh — General Dostum base),1,afghanistan,Northern Alliance (Balkh — General Dostum base)
us_led_coalition,existing_polity,US-led coalition / NATO (ISAF),1,afghanistan,US-led coalition / NATO (ISAF)
islamic_republic_of_afghanistan,existing_polity,Islamic Republic of Afghanistan (US-backed),1,afghanistan,Islamic Republic of Afghanistan (US-backed)
taliban_second_emirate,existing_polity,Taliban Second Emirate,1,afghanistan,Taliban Second Emirate
yamna_culture,existing_polity,Yamna culture (Pontic–Caspian steppe),1,kazakhstan,Yamna culture (Pontic–Caspian steppe) | Yamna / early pastoral cultures
abashevo_culture,existing_polity,Abashevo culture,1,kazakhstan,Abashevo culture
sintashta,existing_polity,Sintashta (earliest chariots),1,kazakhstan,Sintashta (earliest chariots)
botai_culture,existing_polity,Botai culture (horse domestication),1,kazakhstan,Botai culture (horse domestication)
srubnaya_culture,existing_polity,Srubnaya (Timber Grave) culture,1,kazakhstan,Srubnaya (Timber Grave) culture | Srubnaya culture
proto_scythian_cultures_culture,existing_polity,Proto-Scythian cultures,1,kazakhstan,Proto-Scythian cultures
cimmerian,existing_polity,Cimmerian / early Saka,1,kazakhstan,Cimmerian / early Saka
saka_nomads,existing_polity,Saka nomads (early),1,kazakhstan,Saka nomads (early)
begazy_dandybai_culture,existing_polity,Begazy–Dandybai culture,1,kazakhstan,Begazy–Dandybai culture
tasmola_culture,existing_polity,Tasmola culture,1,kazakhstan,Tasmola culture
karasuk_culture,existing_polity,Karasuk culture,1,kazakhstan,Karasuk culture
pazyryk_culture,existing_polity,Pazyryk culture (Altai),1,kazakhstan,Pazyryk culture (Altai)
royal_scythians,existing_polity,Royal Scythians (Pontic),1,kazakhstan,Royal Scythians (Pontic)
early_sarmatians,existing_polity,Early Sarmatians,1,kazakhstan,Early Sarmatians
saka_massagetae,existing_polity,Saka · Massagetae (Caspian steppe),1,kazakhstan,Saka · Massagetae (Caspian steppe)
massagetae,existing_polity,Massagetae (near Aral Sea),1,kazakhstan,Massagetae (near Aral Sea)
saka_of_the_central_steppe,existing_polity,Saka of the central steppe,1,kazakhstan,Saka of the central steppe
saka_tigrakhauda,existing_polity,Saka Tigrakhauda (Pointed-hat Saka),1,kazakhstan,Saka Tigrakhauda (Pointed-hat Saka)
pazyryk,existing_polity,Pazyryk / Wusun (Zhetysu),1,kazakhstan,Pazyryk / Wusun (Zhetysu)
sarmatians,existing_polity,Sarmatians (Roxolani · Alans),1,kazakhstan,Sarmatians (Roxolani · Alans)
alans,existing_polity,Alans (Caspian Sarmatians),1,kazakhstan,Alans (Caspian Sarmatians) | Alans (remnants)
kangju_kingdom,existing_polity,Kangju Kingdom,1,kazakhstan,Kangju Kingdom
wusun_confederation,existing_polity,Wusun confederation (Zhetysu),1,kazakhstan,Wusun confederation (Zhetysu)
onogur_nomads,existing_polity,Onogur nomads (proto-Bulgar groups),1,kazakhstan,Onogur nomads (proto-Bulgar groups)
western_turkic,existing_polity,Western Turkic (Nushibi wing),1,kazakhstan,Western Turkic (Nushibi wing)
oghuz_yabgu_state,existing_polity,Oghuz Yabgu State (Syr Darya),1,kazakhstan,Oghuz Yabgu State (Syr Darya)
kangars,existing_polity,Kangars / Pecheneg confederation,1,kazakhstan,Kangars / Pecheneg confederation
kimek_kipchak_confederation,existing_polity,Kimek–Kipchak confederation,1,kazakhstan,Kimek–Kipchak confederation
karluk_khaganate,existing_polity,Karluk Khaganate (Zhetysu),1,kazakhstan,Karluk Khaganate (Zhetysu)
cuman_kipchak,existing_polity,Cuman–Kipchak (Desht-i-Kipchak),1,kazakhstan,Cuman–Kipchak (Desht-i-Kipchak) | Cuman–Kipchak
oghuz,existing_polity,Oghuz (moving west toward Pontic),1,kazakhstan,Oghuz (moving west toward Pontic)
nogai_horde,existing_polity,Nogai Horde,1,kazakhstan,Nogai Horde
uzbek,existing_polity,Uzbek / Shaybanid Khanate (transitional),1,kazakhstan,Uzbek / Shaybanid Khanate (transitional)
bukei_khanate,existing_polity,Bukei Khanate (Inner Horde),1,kazakhstan,Bukei Khanate (Inner Horde)
alash_autonomy,existing_polity,Alash Autonomy,1,kazakhstan,Alash Autonomy | Alash Autonomy / Turkestan Autonomy
kyrgyz_kazakh_assr,existing_polity,Kyrgyz-Kazakh ASSR,1,kazakhstan,Kyrgyz-Kazakh ASSR
kazakh_soviet_socialist_republic,existing_polity,Kazakh Soviet Socialist Republic,1,kazakhstan,Kazakh Soviet Socialist Republic
republic_of_kazakhstan,existing_polity,Republic of Kazakhstan,1,kazakhstan,Republic of Kazakhstan
togha_temur,existing_polity,Togha Temür · Sarbadars,1,turkmenistan,Togha Temür · Sarbadars
kart_dynasty,existing_polity,Kart dynasty · Western Chagatai (contested),1,turkmenistan,Kart dynasty · Western Chagatai (contested)
turkmen_tekke,existing_polity,Turkmen Tekke (semi-independent),1,turkmenistan,Turkmen Tekke (semi-independent)
transcaspia_oblast,existing_polity,Transcaspia Oblast,1,turkmenistan,Transcaspia Oblast
tashkent_soviet,existing_polity,Tashkent Soviet (Bolshevik),1,turkmenistan,Tashkent Soviet (Bolshevik)
transcaspian_provisional_government,existing_polity,Transcaspian Provisional Government (anti-Bolshevik · British-backed),1,turkmenistan,Transcaspian Provisional Government (anti-Bolshevik · British-backed) | Transcaspian Provisional Government
turkmen_soviet_socialist_republic,existing_polity,Turkmen Soviet Socialist Republic,1,turkmenistan,Turkmen Soviet Socialist Republic
republic_of_turkmenistan,existing_polity,Republic of Turkmenistan,1,turkmenistan,Republic of Turkmenistan
primitive_nomads,existing_polity,Primitive nomads,1,uzbekistan,Primitive nomads
indo_european_influx,existing_polity,Indo-European influx (Avestan peoples),1,uzbekistan,Indo-European influx (Avestan peoples)
indo_european_migrations,existing_polity,Indo-European migrations (East Iranian · Tocharian),1,uzbekistan,Indo-European migrations (East Iranian · Tocharian)
scythians,existing_polity,Scythians / Saka,1,uzbekistan,Scythians / Saka
dayuan,existing_polity,Dayuan (Ferghana Kingdom — 'Heavenly Horses'),1,uzbekistan,Dayuan (Ferghana Kingdom — 'Heavenly Horses')
afrigid_dynasty,existing_polity,Afrigid dynasty (Khorezm),1,uzbekistan,Afrigid dynasty (Khorezm)
tocharians_local_principalities,existing_polity,Tocharians · local principalities,1,uzbekistan,Tocharians · local principalities
tang_anxi_protectorate,existing_polity,Tang Anxi Protectorate,1,uzbekistan,Tang Anxi Protectorate
qunghirat_dynasty,existing_polity,Qunghirat dynasty,1,uzbekistan,Qunghirat dynasty
uzbek_khanate,existing_polity,Uzbek Khanate (Shaybani dynasty),1,uzbekistan,Uzbek Khanate (Shaybani dynasty) | Uzbek Khanate
emirate_of_bukhara,existing_polity,Emirate of Bukhara (Manghit dynasty),1,uzbekistan,Emirate of Bukhara (Manghit dynasty)
khanate_of_kokand,existing_polity,Khanate of Kokand,1,uzbekistan,Khanate of Kokand
basmachi_movement,existing_polity,Basmachi movement,1,uzbekistan,Basmachi movement
turkestan_autonomy,existing_polity,Turkestan Autonomy,1,uzbekistan,Turkestan Autonomy
khorezm_peoples_soviet_republic,existing_polity,Khorezm People's Soviet Republic,1,uzbekistan,Khorezm People's Soviet Republic
bukhara_peoples_soviet_republic,existing_polity,Bukhara People's Soviet Republic,1,uzbekistan,Bukhara People's Soviet Republic
uzbek_soviet_socialist_republic,existing_polity,Uzbek Soviet Socialist Republic,1,uzbekistan,Uzbek Soviet Socialist Republic
republic_of_uzbekistan,existing_polity,Republic of Uzbekistan,1,uzbekistan,Republic of Uzbekistan
tocharians,existing_polity,Tocharians (Indo-European western settlers),1,xinjiang,Tocharians (Indo-European western settlers) | Tocharians (Kucha · Karasahr · Loulan · Khotan)
lesser_yuezhi,existing_polity,Lesser Yuezhi (settled here after 165 BCE),1,xinjiang,Lesser Yuezhi (settled here after 165 BCE)
loulan_khotan_kucha,existing_polity,Loulan (Kroraina) · Khotan (Yutian) · Kucha (Qiuci),1,xinjiang,Loulan (Kroraina) · Khotan (Yutian) · Kucha (Qiuci)
cheshi,existing_polity,Cheshi / Jushi people (proto-Turfan),1,xinjiang,Cheshi / Jushi people (proto-Turfan)
han_wei_jin,existing_polity,Han · Wei · Jin — Western Regions (長史府),1,xinjiang,Han · Wei · Jin — Western Regions (長史府)
former_liang,existing_polity,Former Liang · Former Qin,1,xinjiang,Former Liang · Former Qin | Former Liang · Northern Liang
rouran_suzerainty,existing_polity,Rouran (Avars) suzerainty,1,xinjiang,Rouran (Avars) suzerainty | Rouran suzerainty
gaochang_kingdom,existing_polity,Gaochang Kingdom (高昌 — local dynasties),1,xinjiang,Gaochang Kingdom (高昌 — local dynasties)
tiele_confederation,existing_polity,Tiele confederation,1,xinjiang,Tiele confederation
nushibi,existing_polity,Nushibi (Western Göktürk tribe — Ili Valley),1,xinjiang,Nushibi (Western Göktürk tribe — Ili Valley)
shatuo_turks,existing_polity,Shatuo Turks (eastern Dzungaria),1,xinjiang,Shatuo Turks (eastern Dzungaria)
turfan_uyghurs,existing_polity,Turfan Uyghurs (高昌回鶻 Gaochang Huihu),1,xinjiang,Turfan Uyghurs (高昌回鶻 Gaochang Huihu) | Turfan Uyghurs (高昌回鶻) — Buddhist center
kyrgyz_empire,existing_polity,Kyrgyz Empire (brief dominance after 840),1,xinjiang,Kyrgyz Empire (brief dominance after 840)
karluk_yabgu_state,existing_polity,Karluk Yabgu state (Ili/Chuy valleys),1,xinjiang,Karluk Yabgu state (Ili/Chuy valleys)
kangar,existing_polity,Kangar / Kimek-Kipchak,1,xinjiang,Kangar / Kimek-Kipchak
khotan_kingdom,existing_polity,Khotan Kingdom (last Buddhist oasis — conquered by Karakhanids),1,xinjiang,Khotan Kingdom (last Buddhist oasis — conquered by Karakhanids)
yarkand_khanate,existing_polity,Yarkand Khanate / Said Khanate,1,xinjiang,Yarkand Khanate / Said Khanate | Yarkand Khanate (Tarim Basin control) | Dzungar conquest of Kashgaria (Yarkand Khanate ended)
khoja_rule,existing_polity,Khoja rule (Aq-taghliq / Qara-taghliq factions),1,xinjiang,Khoja rule (Aq-taghliq / Qara-taghliq factions)
eastern_chagatai,existing_polity,Eastern Chagatai / Uyghurstan Khanate,1,xinjiang,Eastern Chagatai / Uyghurstan Khanate
turfan_khanate,existing_polity,Turfan Khanate (Chagatayid),1,xinjiang,Turfan Khanate (Chagatayid)
kumul_khanate,existing_polity,Kumul (Hami) Khanate,1,xinjiang,Kumul (Hami) Khanate
yettishar,existing_polity,Yettishar — Ya'qub Beg's Emirate (Kashgar base),1,xinjiang,Yettishar — Ya'qub Beg's Emirate (Kashgar base)
first_east_turkestan_republic,existing_polity,First East Turkestan Republic (Kashgar — Islamic Republic),1,xinjiang,First East Turkestan Republic (Kashgar — Islamic Republic)
second_east_turkestan_republic,existing_polity,"Second East Turkestan Republic (ETR2 — Ili / Dzungaria, Soviet-backed)",1,xinjiang,"Second East Turkestan Republic (ETR2 — Ili / Dzungaria, Soviet-backed)"
