entity_id,entity_type,canonical_name,dynasty,panel_count,panels,source_labels
ethiopian_people_s_democratic_republic,people,Ethiopian People's Democratic Republic,,1,ethiopia,Ethiopian People's Democratic Republic
derg,unclassified,Derg,,1,ethiopia,Derg (Mengistu Haile Mariam)
ogaden_war_with_somalia,event,Ogaden War with Somalia,,1,ethiopia,Ogaden War with Somalia
state_of_eritrea,polity,State of Eritrea,,1,ethiopia,State of Eritrea (independent 1993)
eritrea_ethiopia_war,event,Eritrea-Ethiopia War,,1,ethiopia,Eritrea-Ethiopia War
federal_democratic_republic_of_ethiopia,polity,Federal Democratic Republic of Ethiopia,,1,ethiopia,Federal Democratic Republic of Ethiopia (FDRE)
tigray_war,event,Tigray War,,1,ethiopia,Tigray War
fdre,event,FDRE,,1,ethiopia,"FDRE — EPRDF → Prosperity Party (Abiy Ahmed, 2018)"
punt_egyptian_trading_land,unclassified,Punt (Egyptian trading land,,1,somalia,Punt (Egyptian trading land — incense coast)
macrobians,people,Macrobians,,1,somalia,Macrobians
azanian_coast,unclassified,Azanian coast,,1,somalia,Azanian coast (Greek/Arab trade)
zeila__early_arab_settlements,regime,Zeila (port) — early Arab settlements,early Arab settlements,1,somalia,Zeila (port) — early Arab settlements
city_state_confederation,polity,City-state confederation,,1,somalia,City-state confederation (Berbera coast)
ifat_sultanate,existing_polity,Ifat Sultanate,,1,somalia,Ifat Sultanate
mogadishu_sultanate,polity,Mogadishu Sultanate,,1,somalia,Mogadishu Sultanate (Arab-Somali)
adal_sultanate,existing_polity,Adal Sultanate,,2,somalia,Adal Sultanate (capital: Zeila then Harar) | Adal Sultanate
afar_sultanate,polity,Afar Sultanate,,2,somalia,Afar Sultanate (Awsa) | Afar Sultanate
harrar_sultanate,polity,Harrar Sultanate,,1,somalia,Harrar Sultanate
ajuran_sultanate,existing_polity,Ajuran Sultanate,,1,somalia,Ajuran Sultanate (Somali)
ottoman_suzerainty,unclassified,Ottoman suzerainty,,1,somalia,Ottoman suzerainty (Zeila)
ajuran_sultanate_declining,existing_polity,Ajuran Sultanate declining,,1,somalia,Ajuran Sultanate declining
omani_sultanate_coastal_influence,polity,Omani Sultanate coastal influence,,1,somalia,Omani Sultanate (Zanzibar) coastal influence
french_somaliland,unclassified,French Somaliland,,2,somalia,French Somaliland (Djibouti) | French Somaliland (continuing)
british_somaliland,unclassified,British Somaliland,,2,somalia,British Somaliland | British Somaliland (restored 1941)
dervish_state,polity,Dervish State,,1,somalia,Dervish State (Mohammed Abdullah Hassan)
italian_somaliland,unclassified,Italian Somaliland,,1,somalia,Italian Somaliland
un_trust_territory_of_somalia,unclassified,UN Trust Territory of Somalia,,1,somalia,UN Trust Territory of Somalia
french_somaliland_republic_of_djibouti,polity,French Somaliland → Republic of Djibouti,,1,somalia,French Somaliland → Republic of Djibouti
somali_republic,polity,Somali Republic,,2,somalia,Somali Republic (union with south) | Somali Republic (1960)
somali_democratic_republic,polity,Somali Democratic Republic,,2,somalia,Somali Democratic Republic (Barre) | Somali Democratic Republic
republic_of_somaliland,polity,Republic of Somaliland,,2,somalia,"Republic of Somaliland (unrecognised) | Republic of Somaliland (de facto independent, unrecognised)"
somali_civil_war,event,Somali civil war,,1,somalia,Somali civil war
republic_of_djibouti,polity,Republic of Djibouti,,1,somalia,Republic of Djibouti — French military base · strategic port
federal_republic_of_somalia,polity,Federal Republic of Somalia,,1,somalia,Federal Republic of Somalia
al_shabaab_insurgency,event,Al-Shabaab insurgency,,1,somalia,Al-Shabaab insurgency (Al-Qaeda affiliate)
yellow_river_civilization_culture,culture,Yellow River Civilization,,1,china,Yellow River Civilization (黄河文明)
yangtze_river_civilizations_culture,culture,Yangtze River Civilizations,,1,china,Yangtze River Civilizations
steppe_desert_cultures,unclassified,Steppe · desert cultures,,1,china,Steppe · desert cultures
xia,unclassified,Xia,,1,china,Xia (夏)
shang_dynasty,existing_polity,Shang,,1,china,Shang (商)
indigenous_peoples_baiyue,people,Indigenous peoples · Baiyue,,1,china,Indigenous peoples · Baiyue (百越)
northern_steppe_peoples,people,Northern steppe peoples,,1,china,Northern steppe peoples
western_zhou__1046_771_bce,regime,Western Zhou (西周) — 1046–771 BCE,1046–771 BCE,1,china,Western Zhou (西周) — 1046–771 BCE
xianyun_quanrong,unclassified,Xianyun · Quanrong,,1,china,Xianyun · Quanrong
eastern_zhou,regime,Eastern Zhou (东周),Eastern Zhou,1,china,Eastern Zhou (东周)
spring_and_autumn,unclassified,Spring and Autumn,,1,china,Spring and Autumn (春秋)
warring_states,unclassified,Warring States,,1,china,Warring States (战国)
chu_wu_yue,unclassified,Chu · Wu · Yue,,1,china,Chu (楚) · Wu (吴) · Yue (越)
ba_shu,unclassified,Ba · Shu,,1,china,Ba (巴) · Shu (蜀)
xiongnu_confederation_forming,existing_polity,Xiongnu confederation forming,,1,china,Xiongnu confederation forming
donghu_yuezhi,people,Donghu · Yuezhi,,1,china,Donghu · Yuezhi
qin_dynasty,existing_polity,Qin Dynasty,,2,china|manchuria,Qin Dynasty (秦) | Qin
chu_han_contention,regime,Chu–Han Contention (楚汉争霸),Chu–Han Contention,1,china,Chu–Han Contention (楚汉争霸)
later_chu_western_chu_eighteen_kingdoms,unclassified,Later Chu · Western Chu · Eighteen Kingdoms,,1,china,Later Chu (後楚) · Western Chu (西楚) · Eighteen Kingdoms
western_han,regime,Western Han (西汉/前汉),Western Han,2,china|manchuria,Western Han (西汉/前汉) | Western Han
han_dynasty,existing_polity,Han,,2,china|vietnam,Han — Western Regions Protectorate (西域都护) | Han dynasty — Giao Chỉ (Jiaozhou)
xin,unclassified,Xin,,1,china,Xin (新) — Wang Mang
xuan_han,regime,Xuan Han (玄汉),Xuan Han,1,china,Xuan Han (玄汉)
eastern_han,regime,Eastern Han (东汉/后汉),Eastern Han,1,china,Eastern Han (东汉/后汉)
southern_xiongnu,existing_polity,Southern Xiongnu,,2,china|mongolia,Southern Xiongnu (vassals) | Southern Xiongnu (南匈奴)
northern_xiongnu_expelled_westward,existing_polity,Northern Xiongnu → expelled westward,,1,china,Northern Xiongnu → expelled westward
xianbei_rising,unclassified,Xianbei rising,,1,china,Xianbei (鲜卑) rising
cao_wei,existing_polity,Cao Wei,,1,china,Cao Wei (曹魏)
shu_han,existing_polity,Shu Han,,1,china,Shu Han (蜀汉)
eastern_wu,existing_polity,Eastern Wu,,1,china,Eastern Wu (东吴)
various_steppe_peoples,people,Various steppe peoples,,1,china,Various steppe peoples
western_jin,existing_polity,Western Jin,,2,china|manchuria,Western Jin (西晋) | Western Jin — Liaodong & Xuantu
five_barbarians_migrating_south,unclassified,Five Barbarians migrating south,,1,china,Five Barbarians (五胡) migrating south
sixteen_kingdoms,unclassified,Sixteen Kingdoms,,1,china,Sixteen Kingdoms (五胡十六国)
former_qin,unclassified,Former Qin,,1,china,Former Qin (前秦) — Fu Jian
eastern_jin,existing_polity,Eastern Jin,,1,china,Eastern Jin (东晋)
huan_chu,unclassified,Huan Chu,,1,china,Huan Chu (桓楚) — usurpation
northern_wei,regime,Northern Wei (北魏),Northern Wei,3,china|manchuria|mongolia,Northern Wei (北魏) | Northern Wei
eastern_wei_western_wei,regime,→ Eastern Wei (东魏) + Western Wei (西魏),→ Eastern Wei + Western Wei,1,china,→ Eastern Wei (东魏) + Western Wei (西魏)
northern_qi_northern_zhou,regime,→ Northern Qi (北齐) + Northern Zhou (北周),→ Northern Qi + Northern Zhou,1,china,→ Northern Qi (北齐) + Northern Zhou (北周)
liu_song,regime,Liu Song (刘宋),Liu Song,1,china,Liu Song (刘宋)
southern_qi,unclassified,Southern Qi,,1,china,Southern Qi (南齐)
liang,unclassified,Liang,,1,china,Liang (梁)
later_liang,unclassified,Later Liang,,2,china,Later Liang (後梁) | Later Liang (后梁)
chen,unclassified,Chen,,1,china,Chen (陈)
rouran_gokturk_khaganate,existing_polity,Rouran → Göktürk Khaganate,,1,china,Rouran → Göktürk Khaganate (突厥)
wu_zhou__empress_wu_zetian,regime,Wu Zhou (武周) — Empress Wu Zetian,Empress Wu Zetian,1,china,Wu Zhou (武周) — Empress Wu Zetian
gokturks_tang_protectorates,regime,Göktürks → Tang protectorates,Göktürks → Tang protectorates,1,china,Göktürks → Tang protectorates
later_tang,regime,Later Tang (后唐),Later Tang,1,china,Later Tang (后唐)
later_jin,regime,Later Jin (后晋),Later Jin,2,china|manchuria,Later Jin (后晋) | Later Jin
later_han,regime,Later Han (后汉),Later Han,1,china,Later Han (后汉)
later_zhou,regime,Later Zhou (后周),Later Zhou,1,china,Later Zhou (后周)
ten_kingdoms,existing_polity,Ten Kingdoms,,1,china,Ten Kingdoms (十国)
liao_dynasty,existing_polity,Liao Dynasty,,4,china|manchuria|mongolia,Liao Dynasty (辽/契丹) | Liao Dynasty (辽) | Liao — Khitan Empire | Liao dynasty (遼)
northern_song,existing_polity,Northern Song,,1,china,Northern Song (北宋)
western_xia,existing_polity,Western Xia,,4,china|mongolia|tibet,Western Xia (西夏) | Western Xia (Tangut Empire)
jin_dynasty,regime,Jin Dynasty (金),Jin Dynasty,2,china|mongolia,Jin Dynasty (金) | Jin dynasty (金)
southern_song,existing_polity,Southern Song,,2,china,Southern Song (南宋)
western_liao,regime,Western Liao (西辽/哈喇契丹),Western Liao,2,china|mongolia,Western Liao (西辽/哈喇契丹) | Western Liao (西遼)
mongol_conquest_of_jin,regime,Mongol conquest of Jin,Mongol conquest of Jin,1,china,Mongol conquest of Jin
yuan_dynasty,existing_polity,Yuan Dynasty,,7,china|manchuria|mongolia|myanmar,Yuan Dynasty (元) — Kublai Khan | Yuan | Yuan — Liaoyang Province | Yuan — far north | Yuan dynasty (元) | Yuan dynasty | Yuan dynasty — Mien Province (brief Mongol intervention)
ming_dynasty,existing_polity,Ming Dynasty,,7,china|korea|manchuria|mongolia|vietnam,Ming Dynasty (明) | Ming Dynasty | Ming | Ming dynasty (明) | Ming dynasty — Giao Chỉ (Chinese occupation)
northern_yuan,regime,Northern Yuan (北元),Northern Yuan,3,china|manchuria|mongolia,Northern Yuan (北元) | Northern Yuan
various_mongol_khanates,unclassified,Various Mongol khanates,,1,china,Various Mongol khanates
shun,event,Shun,,1,china,Shun (顺) — Li Zicheng
southern_ming,regime,Southern Ming (南明),Southern Ming,1,china,Southern Ming (南明)
wu_zhou__wu_sangui,regime,Wu Zhou (吴周) — Wu Sangui,Wu Sangui,1,china,Wu Zhou (吴周) — Wu Sangui
kingdom_of_tungning,polity,Kingdom of Tungning,,1,china,Kingdom of Tungning (东宁)
later_jin_qing,regime,Later Jin (后金) → Qing,Later Jin → Qing,1,china,Later Jin (后金) → Qing
qing_expansion__tibet_xinjiang_mongolia,regime,"Qing expansion — Tibet, Xinjiang, Mongolia","Tibet, Xinjiang, Mongolia",1,china,"Qing expansion — Tibet, Xinjiang, Mongolia"
dzungar_khanate_conquest,existing_polity,Dzungar Khanate conquest,,1,china,Dzungar Khanate conquest
late_qing__opium_wars_unequal_treaties,regime,Late Qing — Opium Wars · Unequal Treaties,Opium Wars · Unequal Treaties,1,china,Late Qing — Opium Wars · Unequal Treaties
taiping_heavenly_kingdom,polity,Taiping Heavenly Kingdom,,1,china,Taiping Heavenly Kingdom (太平天国)
qing_frontier__russian_encroachment,regime,Qing frontier — Russian encroachment,Russian encroachment,1,china,Qing frontier — Russian encroachment
beiyang_government,unclassified,Beiyang Government,,1,china,Beiyang Government (北洋政府)
warlord_era,event,Warlord Era,,1,china,Warlord Era (军阀混战)
chinese_empire__yuan_shikai,regime,Chinese Empire — Yuan Shikai,Yuan Shikai,1,china,Chinese Empire — Yuan Shikai
outer_mongolia_independence,event,Outer Mongolia independence,,1,china,Outer Mongolia independence
qing_court_remnants,regime,Qing court remnants (宣统小朝廷),Qing court remnants,1,china,Qing court remnants (宣统小朝廷)
nationalist_government,unclassified,Nationalist Government,,1,china,Nationalist Government (国民政府)
wuhan_government,unclassified,Wuhan Government,,1,china,Wuhan Government (武汉政府)
chinese_soviet_republic,polity,Chinese Soviet Republic,,1,china,Chinese Soviet Republic (中华苏维埃)
manchukuo,existing_polity,Manchukuo,,4,china|korea|manchuria|mongolia,"Manchukuo (满洲国) | Manchukuo (Japan puppet) | Manchukuo — Japanese puppet state, 1932–1945 | Manchukuo"
mengjiang,people,Mengjiang,,2,china|mongolia,Mengjiang | Mengjiang (蒙疆)
second_sino_japanese_war,event,Second Sino-Japanese War,,1,china,Second Sino-Japanese War (抗日战争)
wang_jingwei_regime,regime,Wang Jingwei regime (汪精卫政权),Wang Jingwei regime,1,china,Wang Jingwei regime (汪精卫政权)
chinese_civil_war,event,Chinese Civil War,,1,china,Chinese Civil War (国共内战)
manchukuo_japanese_occupation,existing_polity,Manchukuo · Japanese occupation,,1,china,Manchukuo · Japanese occupation
peoples_republic_of_china,existing_polity,People's Republic of China,,3,china|tibet,People's Republic of China (中华人民共和国) | People's Republic of China | People's Republic of China (continuing)
jomon_people_culture,culture,Jōmon people,,1,japan,Jōmon people
yayoi_people_culture,culture,Yayoi people,,1,japan,Yayoi people
hayato_kumaso,people,Hayato / Kumaso,,1,japan,Hayato / Kumaso
emishi,people,Emishi,,4,japan,Emishi
ryukyuan,people,Ryukyuan,,3,japan,Ryukyuan
yamato,existing_polity,Yamato,,1,japan,Yamato
yamato_soga_clan,existing_polity,Yamato · Soga Clan,,1,japan,Yamato · Soga Clan
japan,existing_polity,Japan,,5,japan,Japan (Ritsuryō state) | Japan (Dynastic state) | Japan (Allied Occupation → State of Japan) | Japan
gusuku_culture,culture,Gusuku culture,,1,japan,Gusuku culture
emishi_ezo,people,Emishi / Ezo,,3,japan,Emishi / Ezo
sanzan_period,event,Sanzan period,,7,japan,Sanzan period
sessho_kampaku_regency,existing_polity,Sesshō-Kampaku regency,,1,japan,Sesshō-Kampaku regency
insei,existing_polity,Insei,,1,japan,Insei (Cloistered rule)
kamakura_shogunate,existing_polity,Kamakura Shogunate,,1,japan,Kamakura Shogunate
ezo,people,Ezo,,9,japan,Ezo | Ezo (Matsumae)
hojo_regency,existing_polity,Hōjō Regency,,1,japan,Hōjō Regency
kenmu_restoration,existing_polity,Kenmu Restoration,,1,japan,Kenmu Restoration
northern_court,unclassified,Northern Court,,1,japan,Northern Court
southern_court,unclassified,Southern Court,,1,japan,Southern Court
ashikaga_shogunate,existing_polity,Ashikaga Shogunate,,2,japan,Ashikaga Shogunate
ryukyu_kingdom,existing_polity,Ryukyu Kingdom,,7,japan,Ryukyu Kingdom | Ryukyu Kingdom (Satsuma vassal) | Ryukyu (US administration)
hosokawa_miyoshi_regency,existing_polity,Hosokawa / Miyoshi regency,,1,japan,Hosokawa / Miyoshi regency
oda_nobunaga,existing_polity,Oda Nobunaga,,1,japan,Oda Nobunaga
toyotomi_hideyoshi,existing_polity,Toyotomi Hideyoshi,,1,japan,Toyotomi Hideyoshi
tokugawa_shogunate,existing_polity,Tokugawa Shogunate,,1,japan,Tokugawa Shogunate
matsumae_domain,unclassified,Matsumae Domain,,1,japan,Matsumae Domain
meiji_restoration_boshin_war,existing_polity,Meiji Restoration · Boshin War,,1,japan,Meiji Restoration · Boshin War
ezo_republic,polity,Ezo Republic,,1,japan,Ezo Republic
ryukyu_domain,existing_polity,Ryukyu Domain,,1,japan,Ryukyu Domain
empire_of_japan,existing_polity,Empire of Japan,,1,japan,Empire of Japan
paleolithic_neolithic_peoples_culture,culture,Paleolithic / Neolithic peoples,,1,korea,Paleolithic / Neolithic peoples
gojoseon,existing_polity,Gojoseon,,3,korea|manchuria,Gojoseon
jin_state,people,Jin state,,1,korea,Jin state (south tribes)
tamna,people,Tamna,,4,korea,Tamna
buyeo_okjeo,unclassified,Buyeo · Okjeo,,1,korea,Buyeo · Okjeo
nakrang,regime,Nakrang (Han commandery),Nakrang,1,korea,Nakrang (Han commandery)
mahan_confederacy,unclassified,Mahan Confederacy,,1,korea,Mahan Confederacy
jinhan_byeonhan,unclassified,Jinhan · Byeonhan,,1,korea,Jinhan · Byeonhan
goguryeo,existing_polity,Goguryeo,,4,korea|manchuria,Goguryeo | Goguryeo — expanding
baekje,existing_polity,Baekje,,1,korea,Baekje
silla_gaya,existing_polity,Silla · Gaya,,1,korea,Silla · Gaya
balhae,existing_polity,Balhae,,3,korea|manchuria,Balhae
unified_silla,existing_polity,Unified Silla,,1,korea,Unified Silla
tamna_silla,regime,Tamna → Silla,Tamna → Silla,1,korea,Tamna → Silla
khitan,event,Khitan,,2,korea|mongolia,Khitan (forming) | Khitan (契丹)
later_goguryeo,existing_polity,Later Goguryeo,,1,korea,Later Goguryeo (Taebong)
later_baekje,existing_polity,Later Baekje,,1,korea,Later Baekje
silla,existing_polity,Silla,,1,korea,Silla (declining)
khitan_liao_jurchen_jin,regime,Khitan Liao · Jurchen Jin,Khitan Liao · Jurchen Jin,1,korea,Khitan Liao · Jurchen Jin
mongol_yuan,regime,Mongol Yuan,Mongol Yuan,1,korea,Mongol Yuan
goryeo,existing_polity,Goryeo,,3,korea,Goryeo | Goryeo (Yuan vassal) | Goryeo (restored)
joseon,existing_polity,Joseon,,3,korea,Joseon | Joseon (Imjin War · Manchu invasions) | Joseon (Qing tributary)
qing_russian_sphere,regime,Qing → Russian sphere,Qing → Russian sphere,1,korea,Qing → Russian sphere
korean_empire,polity,Korean Empire,,1,korea,Korean Empire
japanese_korea,existing_polity,Japanese Korea,,1,korea,Japanese Korea
soviet_zone_china,event,Soviet zone → China,,1,korea,Soviet zone → China (PRC)
soviet_military_government,unclassified,Soviet Military Government,,1,korea,Soviet Military Government
north_korea,existing_polity,North Korea,,2,korea,North Korea (DPRK) | North Korea
us_military_government,unclassified,US Military Government,,1,korea,US Military Government
south_korea,existing_polity,South Korea,,2,korea,South Korea (ROK) | South Korea
china,people,China,,1,korea,China
shanrong,people,Shanrong,,1,manchuria,Shanrong
donghu,people,Donghu,,2,manchuria|mongolia,Donghu | Donghu (東胡)
yan,people,Yan,,1,manchuria,Yan
liaodong_commandery,unclassified,Liaodong Commandery,,1,manchuria,Liaodong Commandery
yemaek,people,Yemaek,,1,manchuria,Yemaek
sushen,people,Sushen,,1,manchuria,Sushen
gori_kingdom,polity,Gori Kingdom,,1,manchuria,Gori Kingdom
liaodong_xuantu_commanderies,unclassified,Liaodong & Xuantu Commanderies,,1,manchuria,Liaodong & Xuantu Commanderies
han_commanderies,regime,Han Commanderies,Han Commanderies,1,manchuria,Han Commanderies
gori_kingdom_buyeo_forming,polity,Gori Kingdom · Buyeo forming,,1,manchuria,Gori Kingdom · Buyeo forming
wuhuan,people,Wuhuan,,1,manchuria,Wuhuan
xin_eastern_han,regime,Xin · Eastern Han,Xin · Eastern Han,1,manchuria,Xin · Eastern Han
wei_gongsun_eastern_yan,regime,Wei · Gongsun / Eastern Yan,Wei · Gongsun / Eastern Yan,1,manchuria,Wei · Gongsun / Eastern Yan
buyeo,people,Buyeo,,1,manchuria,Buyeo
ilou,people,Ilou,,1,manchuria,Ilou
former_yan_former_qin,unclassified,Former Yan · Former Qin,,1,manchuria,Former Yan · Former Qin
later_yan_northern_yan,unclassified,Later Yan · Northern Yan,,1,manchuria,Later Yan · Northern Yan
formerlater_yan,unclassified,Former/Later Yan,,1,manchuria,Former/Later Yan — Liaodong
n_wei_eastern_wei,regime,N. Wei → Eastern Wei,N. Wei → Eastern Wei,1,manchuria,N. Wei → Eastern Wei
dumokro,unclassified,Dûmokrô,,1,manchuria,Dûmokrô
wuji,people,Wuji,,1,manchuria,Wuji
khitan_confederacy,event,Khitan confederacy,,1,manchuria,Khitan confederacy
shiwei,people,Shiwei,,2,manchuria|mongolia,Shiwei | Shiwei (室韋)
n_qi_n_zhou,regime,N. Qi → N. Zhou,N. Qi → N. Zhou,1,manchuria,N. Qi → N. Zhou
mohe,polity,Mohe,,3,manchuria,Mohe — Tungusic confederation | Mohe — tribal groups
tang_suzerainty,regime,Tang suzerainty (Jimi),Tang suzerainty,1,manchuria,Tang suzerainty (Jimi)
tang_regional_mohe_chiefs,regime,Tang → regional Mohe chiefs,Tang → regional Mohe chiefs,1,manchuria,Tang → regional Mohe chiefs
dongdan_kingdom,polity,Dongdan Kingdom,,1,manchuria,Dongdan Kingdom
balhae_restoration_movement,existing_polity,Balhae Restoration Movement,,1,manchuria,Balhae Restoration Movement
jurchen_tribes_consolidating,people,Jurchen tribes consolidating,,1,manchuria,Jurchen tribes consolidating
five_nations_dept,unclassified,Five Nations Dept,,1,manchuria,Five Nations Dept (Wuguofu)
jin,existing_polity,Jin,,1,manchuria,Jin — Jurchen Empire
eastern_liao_later_liao,regime,Eastern Liao · Later Liao,Eastern Liao · Later Liao,1,manchuria,Eastern Liao · Later Liao
eastern_xia,unclassified,Eastern Xia,,1,manchuria,Eastern Xia (Dongxia) — 1215–1233
eastern_three_kings,unclassified,Eastern Three Kings,,1,manchuria,Eastern Three Kings
border_goryeo_sim_wang,existing_polity,Border Goryeo · Sim Wang,,1,manchuria,Border Goryeo · Sim Wang
uriyangkhai_three_guards,unclassified,Uriyangkhai Three Guards,,1,manchuria,Uriyangkhai Three Guards
ming_liaodong,regime,Ming Liaodong,Ming Liaodong,1,manchuria,Ming Liaodong
liaodong_warlord,unclassified,Liaodong Warlord,,1,manchuria,Liaodong Warlord
jurchen_tribes,people,Jurchen tribes,,2,manchuria,Jurchen tribes | Jurchen tribes (Wild Jurchen)
northern_yuan_uriyangkhai_three_guards,regime,Northern Yuan (declining) · Uriyangkhai Three Guards,Northern Yuan · Uriyangkhai Three Guards,1,manchuria,Northern Yuan (declining) · Uriyangkhai Three Guards
jianzhou_haixi_wild_jurchen,unclassified,Jianzhou · Haixi · Wild Jurchen,,1,manchuria,Jianzhou · Haixi · Wild Jurchen
wild_jurchen,unclassified,Wild Jurchen,,1,manchuria,Wild Jurchen
dalian,people,Dalian,,1,manchuria,Dalian
qing_roc,regime,Qing → ROC,Qing → ROC,1,manchuria,Qing → ROC
empire_of_china,polity,Empire of China,,1,manchuria,Empire of China
japanese_kwantung_leasehold,unclassified,Japanese Kwantung Leasehold,,1,manchuria,Japanese Kwantung Leasehold
roc_provisional_govt,unclassified,ROC Provisional Govt,,1,manchuria,ROC Provisional Govt
fengtian_clique,unclassified,Fengtian Clique,,1,manchuria,Fengtian Clique
roc_japanese_korea,existing_polity,ROC · Japanese Korea,,2,manchuria,ROC · Japanese Korea (from 1910) | ROC · Japanese Korea
roc_fengtian_clique,unclassified,ROC · Fengtian Clique,,1,manchuria,ROC · Fengtian Clique
russian_republic,polity,Russian Republic,,1,manchuria,Russian Republic
amur_soviet_zeleny,unclassified,Amur Soviet · Zeleny,,1,manchuria,Amur Soviet · Zeleny (Greens)
russian_state,polity,Russian State,,1,manchuria,Russian State (Kolchak)
far_eastern_republic,polity,Far Eastern Republic,,1,manchuria,Far Eastern Republic
soviet_union,existing_polity,Soviet Union,,9,manchuria|mongolia|romania|russia,Soviet Union | Soviet Union — Moldavian SSR | Soviet Union — Leningrad (formerly St. Petersburg) | Soviet Union — Volga-Ural industrial region | Soviet Union — Gulag system · Siberian labour camps | Soviet Union — WWII (Great Patriotic War) | Soviet Union — Cold War · Space Race · Khrushchev Thaw
manchukuo_soviet_union,existing_polity,Manchukuo · Soviet Union,,1,manchuria,Manchukuo · Soviet Union (border zone)
soviet_occupied_manchuria,unclassified,Soviet-occupied Manchuria,,1,manchuria,Soviet-occupied Manchuria
roc_prc,event,ROC → PRC,,2,manchuria,ROC → PRC
soviet_dalian,unclassified,Soviet Dalian,,1,manchuria,Soviet Dalian
roc_prc_north_korea,existing_polity,ROC → PRC · North Korea,,1,manchuria,ROC → PRC · North Korea (from 1948)
soviet_far_east_prc,unclassified,Soviet Far East / PRC,,1,manchuria,Soviet Far East / PRC (Heilongjiang)
russian_federation,existing_polity,Russian Federation,,6,manchuria|mongolia|russia,Russian Federation — Far Eastern Federal District | Russian Federation | Russian Federation (1991) | Russian Federation — Volga Federal District | Russian Federation — Siberian · Far Eastern Federal Districts | Russian Federation — Putin era (2000–) · Annexation of Crimea (2014) · Full-scale war in Ukraine (2022–)
xiongnu_forming,existing_polity,Xiongnu forming,,1,mongolia,Xiongnu forming
steppe_nomadic_peoples,people,Steppe nomadic peoples,,1,mongolia,Steppe nomadic peoples
northern_xiongnu,existing_polity,Northern Xiongnu,,1,mongolia,Northern Xiongnu (北匈奴)
xianbei_wuhuan,unclassified,Xianbei · Wuhuan,,1,mongolia,Xianbei (鮮卑) · Wuhuan (烏桓)
xianbei_branches_migrating_south,unclassified,Xianbei branches migrating south,,1,mongolia,Xianbei branches migrating south
tiele_gaoche,unclassified,Tiele / Gaoche,,1,mongolia,Tiele / Gaoche (高車)
western_wei_eastern_wei,regime,Western Wei (西魏) · Eastern Wei (東魏),Western Wei · Eastern Wei,1,mongolia,Western Wei (西魏) · Eastern Wei (東魏)
first_turkic_khaganate,polity,First Turkic Khaganate,,1,mongolia,First Turkic Khaganate (突厥)
northern_zhou,regime,Northern Zhou (北周),Northern Zhou,1,mongolia,Northern Zhou (北周)
northern_qi,unclassified,Northern Qi,,1,mongolia,Northern Qi (北齊)
eastern_turkic_khaganate,polity,Eastern Turkic Khaganate,,1,mongolia,Eastern Turkic Khaganate (東突厥)
western_turkic_khaganate,polity,Western Turkic Khaganate,,1,mongolia,Western Turkic Khaganate (西突厥)
shatuo,unclassified,Shatuo,,1,mongolia,Shatuo (沙陀)
various_tiele_groups,unclassified,Various Tiele groups,,1,mongolia,Various Tiele groups
tang_jimi_rule,regime,Tang Jimi rule (安北都護府),Tang Jimi rule,1,mongolia,Tang Jimi rule (安北都護府)
kyrgyz_khaganate,polity,Kyrgyz Khaganate,,1,mongolia,Kyrgyz Khaganate (黠戛斯)
kyrgyz,unclassified,Kyrgyz,,1,mongolia,Kyrgyz (western range)
zubu,unclassified,Zubu,,1,mongolia,Zubu (阻卜)
proto_mongolic_forest_peoples,people,Proto-Mongolic forest peoples,,1,mongolia,Proto-Mongolic forest peoples
kerait,unclassified,Kerait,,1,mongolia,Kerait (克烈)
khamag_mongol,unclassified,Khamag Mongol,,1,mongolia,Khamag Mongol (蒙兀國)
naiman,unclassified,Naiman,,1,mongolia,Naiman (乃蠻)
merkit,unclassified,Merkit,,1,mongolia,Merkit (蔑兒乞)
tatar,unclassified,Tatar,,1,mongolia,Tatar (塔塔兒)
ogedei_khanate,polity,Ogedei Khanate,,1,mongolia,Ogedei Khanate (窩闊台汗國)
yuan_territory,regime,Yuan territory,Yuan territory,1,mongolia,Yuan territory
oirat,people,Oirat,,2,mongolia,Oirat (瓦剌) | Oirat (瓦剌/衛拉特)
uriankhai,people,Uriankhai,,3,mongolia,Uriankhai (兀良哈) | Uriankhai
khalkha,people,Khalkha,,2,mongolia,Khalkha (喀爾喀)
uriankhai_three_guards,people,Uriankhai Three Guards,,1,mongolia,Uriankhai Three Guards (兀良哈三衛)
chahar_tumed,unclassified,Chahar · Tümed,,1,mongolia,Chahar (察哈爾) · Tümed (土默特)
ordos_yongshebu,unclassified,Ordos · Yongshebu,,1,mongolia,Ordos (鄂爾多斯) · Yongshebu (永謝布)
dzungar_khanate,existing_polity,Dzungar Khanate,,1,mongolia,Dzungar Khanate (準噶爾)
outer_mongolia,unclassified,Outer Mongolia,,1,mongolia,Outer Mongolia (外蒙古)
inner_mongolia,unclassified,Inner Mongolia,,1,mongolia,Inner Mongolia (内蒙古)
bogd_khanate,polity,Bogd Khanate,,1,mongolia,Bogd Khanate
roc_occupation,event,ROC occupation,,1,mongolia,ROC occupation
bogd_khanate_restored,polity,Bogd Khanate restored,,1,mongolia,Bogd Khanate restored
uriankhai_republic,polity,Uriankhai Republic,,1,mongolia,Uriankhai Republic
mongolian_peoples_republic,existing_polity,Mongolian People's Republic,,2,mongolia,Mongolian People's Republic
