start_year,end_year,panel_id,column_id,entity_id,core_name,label,note,has_regime_link
266,602,iraq,central,lakhmid_kingdom,Lakhmid Kingdom,Lakhmid Kingdom (al-Hira),c.266–602 CE,true
270,272,egypt,lower,palmyrene_empire,Palmyrene Empire,Palmyrene Empire (Zenobia),270–272 CE,true
270,273,levant,damascus,palmyrene_empire,Palmyrene Empire,Palmyrene Empire (Zenobia),270–273,true
273,611,levant,damascus,roman_empire_christian,Byzantine,Byzantine,273–611,true
275,897,india,south,pallava_dynasty,Pallava Dynasty,Pallava Dynasty (Kanchipuram),c.275–897,true
284,565,greece,north,diocletian_constantine_i_justinian_i,Diocletian · Constantine I · Justinian I,Diocletian · Constantine I · Justinian I,284–565 CE,false
284,395,egypt,lower,roman_empire_christian,Roman Empire,Roman Empire (Christian),284–395,true
284,611,levant,n_syria,roman_empire_christian,Roman Empire · Byzantine,Roman Empire (Christian) · Byzantine,284–611,true
285,663,tibet,amdo,kokonor_kingdom,Kokonor Kingdom,Kokonor Kingdom (Tuyuhun),c.285–663,false
300,843,britain_ireland,scotland,pictish_kingdoms,Pictish kingdoms,Pictish kingdoms,c.300–843,false
300,602,arabia,col_6,lakhmid_kingdom,Lakhmid Kingdom,"Lakhmid Kingdom (NE, Sassanid-aligned)",c.300–602 CE,true
300,525,yemen,west,himyarite_kingdom,Himyarite Kingdom,Himyarite Kingdom (unified Yemen),c.300–525,true
300,600,india,south,kalabhra_interregnum,Kalabhra interregnum,Kalabhra interregnum,c.300–600,false
300,1235,west_africa,center,ghana_empire,Ghana Empire,Ghana Empire (Wagadu — Soninke),c.300–1235,false
304,439,china,north,sixteen_kingdoms,Sixteen Kingdoms,Sixteen Kingdoms (五胡十六国),304–439,false
305,995,uzbekistan,khorezm,afrigid_dynasty,Afrigid dynasty,Afrigid dynasty (Khorezm),305–995,false
317,420,china,south,eastern_jin,Eastern Jin,Eastern Jin (东晋),"317–420, capital Jiankang",true
320,385,xinjiang,kashgaria,former_liang_former_qin,Former Liang · Former Qin,Former Liang · Former Qin,320–385,false
320,439,xinjiang,tarim,former_liang_northern_liang,Former Liang · Northern Liang,Former Liang · Northern Liang,320–439,false
320,467,iran,sistan,kidarite_chionite,Kidarite / Chionite,Kidarite / Chionite,c.320–467 CE,false
320,550,india,upper_ganges,gupta_empire,Gupta Empire,Gupta Empire — Golden Age of India,c.320–550 CE; Chandragupta I · Samudragupta · Chandragupta II · Kumaragupta,true
320,550,pakistan,center,gupta_empire,Gupta Empire,Gupta Empire (Punjab frontier),c.320–550,true
330,555,kazakhstan,steppe,rouran_khaganate,Rouran Khaganate,Rouran Khaganate (suzerainty),330–555,false
330,555,kazakhstan,zhetysu,rouran_khaganate,Rouran Khaganate,Rouran Khaganate,330–555,false
330,555,xinjiang,dzungaria,rouran_khaganate,Rouran Khaganate,Rouran Khaganate,330–555,false
330,555,china,frontier,rouran_khaganate,Rouran Khaganate,Rouran Khaganate (柔然),330–555,false
330,555,mongolia,central,rouran_khaganate,Rouran Khaganate,Rouran Khaganate (柔然),~330–555,false
337,395,manchuria,west,former_yan_former_qin,Former Yan · Former Qin,Former Yan · Former Qin,337–395 CE,false
337,436,manchuria,south,formerlater_yan,Former/Later Yan,Former/Later Yan — Liaodong,337–436 CE,false
337,580,georgia,south,sassanid_empire,Sassanid Iberia,Sassanid Iberia (Marzpanate),337–580,true
345,525,india,central,kadamba_dynasty,Kadamba Dynasty,Kadamba Dynasty,c.345–525,true
350,500,afghanistan,herat,kidarites_alchon_huns,Kidarites / Alchon Huns,Kidarites / Alchon Huns (Aria),c.350–500,false
350,500,afghanistan,kandahar,kidarites_alchon_huns,Kidarites · Alchon Huns,Kidarites · Alchon Huns (Zabulistan),c.350–500,false
350,470,afghanistan,balkh,kidarites,Kidarites,Kidarites,c.350–470,false
350,500,afghanistan,kabul,kidarites_alchon_huns,Kidarites / Alchon Huns,Kidarites / Alchon Huns,c.350–500,false
350,500,afghanistan,badakhshan,kidarites_alchon_huns,Kidarites / Alchon Huns,Kidarites / Alchon Huns,c.350–500,false
350,453,kazakhstan,ural,hunnic_empire,Hunnic Empire,Hunnic Empire,350–453,true
350,453,kazakhstan,caspian,hunnic_empire,Hunnic Empire,Hunnic Empire,350–453,true
350,490,kazakhstan,aral,xiongnu,Yueban Kingdom,Yueban Kingdom (remnant Xiongnu),c.350–490,true
350,470,turkmenistan,margiana,kidarites_xionites,Kidarites / Xionites,Kidarites / Xionites,c.350–470,false
350,470,turkmenistan,parthia,kidarites_xionites,Kidarites / Xionites,Kidarites / Xionites,c.350–470,false
350,470,uzbekistan,khorezm,kidarites_xionites,Kidarites / Xionites,Kidarites / Xionites,c.350–470,false
350,470,uzbekistan,transoxiana,kidarites_xionites,Kidarites / Xionites,Kidarites / Xionites,c.350–470,false
350,470,uzbekistan,fergana,kidarites_xionites,Kidarites / Xionites,Kidarites / Xionites,c.350–470,false
350,500,xinjiang,kashgaria,kidarites_alchon_huns,Kidarites · Alchon Huns,Kidarites · Alchon Huns,c.350–500,false
350,500,xinjiang,tarim,kidarites_alchon_huns,Kidarites · Alchon Huns,Kidarites · Alchon Huns,c.350–500,false
350,1140,india,lower_ganges,kamarupa_kingdom,Kamarupa Kingdom,Kamarupa Kingdom (Assam / NE India),c.350–1140,true
350,467,india,indus,kidarites,Kidarites,Kidarites (Hunnic),c.350–467,false
350,1000,india,south,western_ganga_dynasty,Western Ganga Dynasty,Western Ganga Dynasty,c.350–1000,false
350,467,pakistan,center,kidarites,Kidarites,Kidarites,c.350–467,false
350,467,pakistan,north,kidarites,Kidarites,Kidarites,c.350–467,false
351,394,china,north,former_qin,Former Qin,Former Qin (前秦) — Fu Jian,"351–394, briefly reunifies north",false
358,669,indonesia,java,tarumanagara,Tarumanagara,Tarumanagara (West Java — Indianized),c.358–669,false
363,637,iraq,nw,sassanid_empire,Sassanid Empire,Sassanid Empire,363–637 CE,true
375,453,germany,south,hunnic_invasions,Hunnic invasions,Hunnic invasions — Germanic displacement,c.375–453,false
375,453,poland,greater,hunnic_incursions,Hunnic incursions,Hunnic incursions,c.375–453,false
380,395,france,north,roman_empire_christian,Roman Empire,Roman Empire (Christian),380–395,true
380,395,hungary,pannonia,roman_empire_christian,Roman Empire,Roman Empire (Christian),380–395,true
380,409,iberia,portugal,roman_empire_christian,Western Roman Empire,Western Roman Empire,380–409,true
380,476,iberia,castile,roman_empire_christian,Western Roman Empire,Western Roman Empire,380–476,true
380,476,iberia,aragon,roman_empire_christian,Western Roman Empire,Western Roman Empire,380–476,true
380,476,iberia,andalus,roman_empire_christian,Western Roman Empire,Western Roman Empire,380–476,true
380,395,italy,north,roman_empire_christian,Roman Empire,Roman Empire (Christian),380–395,true
380,525,yemen,west,himyar,Himyar,Himyar — Jewish (Yathar dynasty),c.380–525,false
384,436,manchuria,west,later_yan_northern_yan,Later Yan · Northern Yan,Later Yan · Northern Yan,384–436 CE,false
386,439,xinjiang,kashgaria,later_liang_northern_liang,Later Liang · Northern Liang,Later Liang · Northern Liang,386–439,false
386,534,china,north,northern_wei,Northern Wei,Northern Wei (北魏),386–534,false
386,534,mongolia,south,northern_wei,Northern Wei,Northern Wei (北魏),"386–534, Xianbei Tuoba",false
387,636,armenia,peripheral,roman_empire_christian,Byzantine Armenia,Byzantine Armenia (eastern thema),387–636,true
387,636,armenia,peripheral,byzantine_empire,Byzantine Armenia,Byzantine Armenia (thema),387–636,true
395,476,france,north,western_roman_empire,Western Roman Empire,Western Roman Empire,395–476,true
395,433,hungary,pannonia,western_roman_empire,Western Roman Empire,Western Roman Empire,395–433,true
395,476,italy,north,western_roman_empire,Western Roman Empire,Western Roman Empire,395–476,true
395,476,low_countries,north,western_roman_empire,Western Roman Empire,Western Roman Empire (declining),395–476; Salian Franks settle Toxandria c.350,true
395,476,low_countries,flemish,western_roman_empire,Western Roman Empire,Western Roman Empire,395–476,true
395,476,low_countries,walloon,western_roman_empire,Western Roman Empire,Western Roman Empire,395–476,true
395,476,switzerland_austria,west_swiss,western_roman_empire,Western Roman Empire,Western Roman Empire,395–476,true
395,476,switzerland_austria,east_swiss,western_roman_empire,Western Roman Empire,Western Roman Empire,395–476,true
395,476,switzerland_austria,austria,western_roman_empire,Western Roman Empire,Western Roman Empire,395–476,true
395,1071,anatolia,west,byzantine_empire,Byzantine Empire,Byzantine Empire,395–1071,true
395,1071,anatolia,central,byzantine_empire,Byzantine Empire,Byzantine Empire,395–1071,true
395,1071,anatolia,east,byzantine_empire,Byzantine Empire,Byzantine Empire,395–1071,true
395,619,egypt,lower,byzantine_empire,Byzantine Empire,Byzantine Empire,395–619,true
395,562,georgia,west,byzantine_empire,Byzantine Empire,Byzantine Empire (Lazica Province),395–562,true
395,642,libya,cyrenaica,byzantine_empire,Byzantine Empire,Byzantine Empire,395–642,true
400,650,kazakhstan,ural,onogur_nomads,Onogur nomads,Onogur nomads (proto-Bulgar groups),c.400–650,false
400,600,france,west,brythonic_migration_from_britain,Brythonic migration from Britain,Brythonic migration from Britain,c.400–600,false
400,600,germany,north,migration_period,Migration Period,Migration Period — Angles/Saxons to Britain,c.400–600,false
400,793,scandinavia,norway,germanic_iron_age_migration_period,Germanic Iron Age · Migration Period,Germanic Iron Age · Migration Period,c.400–793,false
400,622,arabia,col_7,quraysh_tribe,Quraysh tribe,Quraysh tribe (Mecca),c.400–622 CE,false
400,650,sudan,north,nobatia,Nobatia,Nobatia (Christian),c.400–650 CE,false
402,552,xinjiang,kashgaria,rouran_suzerainty,Rouran suzerainty,Rouran (Avars) suzerainty,402–552,false
402,552,xinjiang,tarim,rouran_suzerainty,Rouran suzerainty,Rouran suzerainty,402–552,false
403,404,china,south,huan_chu,Huan Chu,Huan Chu (桓楚) — usurpation,403–404,false
409,418,iberia,portugal,alans_in_lusitania,Alans in Lusitania,Alans in Lusitania (briefly),409–418,false
409,429,iberia,portugal,vandals,Vandals,Vandals — passing through,409–429,false
409,418,iberia,castile,alans_in_carthaginensis,Alans in Carthaginensis,Alans in Carthaginensis,409–418,false
409,429,iberia,castile,vandals_in_baetica,Vandals in Baetica,Vandals in Baetica → Africa,409–429,false
409,585,iberia,portugal,suebi_kingdom,Suebi Kingdom,Suebi Kingdom (Gallaecia · NW Iberia),409–585,false
410,920,britain_ireland,wales,kingdom_of_dyfed,Kingdom of Dyfed,Kingdom of Dyfed,c.410–920,false
411,534,france,east,burgundian_kingdom,Burgundian Kingdom,Burgundian Kingdom,411–534,false
411,534,switzerland_austria,west_swiss,first_burgundian_kingdom,First Burgundian Kingdom,First Burgundian Kingdom (Worms → Sapaudia/Savoy),411–534,false
418,507,france,south,visigothic_kingdom,Visigothic Kingdom,Visigothic Kingdom (Toulouse),418–507,true
418,507,iberia,aragon,visigothic_kingdom,Visigothic Kingdom,Visigothic Kingdom (Toulouse),418–507,true
420,479,china,south,liu_song,Liu Song,Liu Song (刘宋),420–479,false
420,624,india,central,vishnukundina_dynasty,Vishnukundina Dynasty,Vishnukundina Dynasty,c.420–624,false
421,439,xinjiang,turfan,northern_liang,Northern Liang,Northern Liang (capital briefly at Gaochang),421–439,false
428,652,armenia,main,sassanid_empire,Sassanid Marzpanate,Sassanid Marzpanate (Persarmenia),428–652; Battle of Avarayr (451 — Christianity defended against Zoroastrian conversion),true
429,534,algeria,east,vandal_kingdom,Vandal Kingdom,Vandal Kingdom,429–534,true
429,534,libya,tripolitania,vandal_kingdom,Vandal Kingdom,Vandal Kingdom,429–534,true
429,534,tunisia,tunis,vandal_kingdom,Vandal Kingdom,Vandal Kingdom,429–534,true
430,708,algeria,west,roman_kingdom,Mauro-Roman Kingdom · Altava Kingdom,Mauro-Roman Kingdom · Altava Kingdom,c.430–708,true
433,453,hungary,pannonia,hunnic_empire,Hunnic Empire,Hunnic Empire (capital near Tisza),433–453,true
436,534,manchuria,west,northern_wei,Northern Wei,Northern Wei,436–534 CE,false
439,534,xinjiang,turfan,northern_wei_tributary,Northern Wei tributary,Northern Wei tributary,439–534,false
450,560,afghanistan,herat,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,565,afghanistan,kandahar,hephthalite_principalities,Hephthalite principalities,Hephthalite principalities (Zabul / Zun cult),c.450–565,false
450,560,afghanistan,balkh,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,afghanistan,kabul,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,afghanistan,badakhshan,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,kazakhstan,aral,hephthalites,Hephthalites,Hephthalites (eastern branch),c.450–560,false
450,560,kazakhstan,zhetysu,hephthalites,Hephthalites,Hephthalites (eastern wing),c.450–560,false
450,560,turkmenistan,margiana,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,turkmenistan,parthia,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,uzbekistan,khorezm,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,uzbekistan,transoxiana,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,uzbekistan,fergana,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,xinjiang,kashgaria,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,560,xinjiang,tarim,hephthalites,Hephthalites,Hephthalites,c.450–560,false
450,1283,britain_ireland,wales,kingdom_of_gwynedd,Kingdom of Gwynedd,Kingdom of Gwynedd,c.450–1283,false
450,600,britain_ireland,england,britons_vs_anglo_saxons,Britons vs Anglo-Saxons,Britons vs Anglo-Saxons,c.450–600; Angles · Saxons · Jutes migration,false
450,1283,britain_ireland,wales,gwynedd,Gwynedd,Gwynedd,c.450–1283; Gruffudd ap Llywelyn briefly unifies Wales 1055–1063,false
450,530,arabia,col_6,kindite_kingdom,Kindite Kingdom,Kindite Kingdom,c.450–530 CE,false
453,473,hungary,pannonia,ostrogothic_kingdom,Ostrogothic Kingdom,Ostrogothic Kingdom (Pannonia),453–473,true
454,567,croatia,slav,gepid_kingdom,Gepid Kingdom,Gepid Kingdom,454–567 CE,false
454,567,hungary,plain,gepid_kingdom,Gepid Kingdom,Gepid Kingdom (Great Plain · Tisza),454–567,false
454,567,hungary,transylvania,gepid_kingdom,Gepid Kingdom,Gepid Kingdom (Transylvania),454–567,false
454,567,romania,trans,gepid_kingdom,Gepid Kingdom,Gepid Kingdom,454–567 CE,false
454,567,serbia,vojv,gepid_kingdom,Gepid Kingdom,Gepid Kingdom,454–567 CE,false
455,533,italy,sardinia,vandal_kingdom,Vandal Kingdom,Vandal Kingdom (Sardinia),455–533,true
457,486,france,north,domain_of_soissons,Domain of Soissons,Domain of Soissons (Syagrius),457–486,false
460,528,india,indus,hephthalite_empire,Hephthalites,Hephthalites — Alchon Huns (Toramana · Mihirakula),c.460–528,true
460,565,pakistan,north,hephthalite_empire,Alchon Huns,Alchon Huns (Hephthalites),c.460–565,true
467,557,iran,sistan,hephthalite_empire,Hephthalite Empire,Hephthalite Empire,467–557 CE,true
475,776,india,indus,maitraka_dynasty,Maitraka dynasty,Maitraka dynasty (Gujarat),c.475–776,false
476,554,croatia,istria,w_roman,W. Roman,W. Roman → Odoacer → Ostrogothic → Byzantine,476–554,false
476,493,italy,north,odoacer_kingdom,Kingdom of Odoacer,Kingdom of Odoacer,476–493,true
476,493,italy,center,odoacer_kingdom,Kingdom of Odoacer,Kingdom of Odoacer (Ravenna),476–493,true
476,493,italy,south,odoacer_kingdom,Kingdom of Odoacer,Kingdom of Odoacer,476–493,true
476,493,italy,sicily,odoacer_kingdom,Kingdom of Odoacer,Kingdom of Odoacer (Sicily),476–493,true
476,554,slovenia,istria,w_roman,W. Roman,W. Roman → Odoacer → Ostrogothic → Byzantine,476–554,false
479,502,china,south,southern_qi,Southern Qi,Southern Qi (南齐),479–502,false
481,751,france,north,frankish_kingdom,Frankish Kingdom,Frankish Kingdom — Merovingian dynasty,481–751,false
481,843,germany,west,frankish_kingdom,Frankish Kingdom,Frankish Kingdom — Merovingian then Carolingian,481–843,false
481,511,low_countries,flemish,frankish_kingdom,Frankish Kingdom,Frankish Kingdom (Clovis I),481–511,false
481,511,low_countries,walloon,frankish_kingdom,Frankish Kingdom,Frankish Kingdom (Clovis I),481–511,false
489,632,pakistan,south,rai_dynasty_of_sindh,Rai Dynasty of Sindh,Rai Dynasty of Sindh,c.489–632,false
493,535,bosnia,north,ostrogothic_kingdom,Ostrogothic Kingdom,Ostrogothic Kingdom,493–535 CE,true
493,535,bosnia,cent,ostrogothic_kingdom,Ostrogothic Kingdom,Ostrogothic Kingdom,493–535 CE,true
493,553,italy,north,ostrogothic_kingdom,Ostrogothic Kingdom,Ostrogothic Kingdom (Pavia),493–553,true
493,553,italy,center,ostrogothic_kingdom,Ostrogothic Kingdom,Ostrogothic Kingdom (Ravenna capital),493–553,true
493,553,italy,south,ostrogothic_kingdom,Ostrogothic Kingdom,Ostrogothic Kingdom,493–553,true
493,535,italy,sicily,ostrogothic_kingdom,Ostrogothic Kingdom,Ostrogothic Kingdom (Sicily),493–535,true
493,553,switzerland_austria,austria,ostrogothic_kingdom,Ostrogothic Kingdom,Ostrogothic Kingdom,493–553,true
496,746,switzerland_austria,east_swiss,frankish_kingdom,Frankish Kingdom,Frankish Kingdom — Alemannia conquered,496/746,false
499,640,xinjiang,turfan,gaochang_kingdom,Gaochang Kingdom,Gaochang Kingdom (高昌 — local dynasties),499–640,false
500,843,britain_ireland,scotland,dal_riata,Dál Riata,Dál Riata (Gaelic colony from Ireland),c.500–843,false
500,927,britain_ireland,england,heptarchy,Heptarchy,Heptarchy — Anglo-Saxon kingdoms,c.500–927,false
500,600,czech_slovakia,bohemia,west_slavic_settlement,West Slavic settlement,West Slavic settlement,c.500–600,false
500,734,low_countries,north,frisian_kingdom,Frisian Kingdom,Frisian Kingdom (independent coastal Frisia),c.500–734,false
500,700,poland,greater,west_slavic_settlement,West Slavic settlement,West Slavic settlement (Polanie · Vistulans · Slenzans · Pomeranians),c.500–700,false
500,625,pakistan,center,malwa_kingdom,Malwa Kingdom,Malwa Kingdom,c.500–625,false
500,565,pakistan,north,hephthalite_empire,Alchon Huns,Alchon Huns (declining),c.500–565,true
502,557,china,south,liang,Liang,Liang (梁),502–557,false
507,711,iberia,castile,visigothic_kingdom,Visigothic Kingdom,Visigothic Kingdom (Toledo capital after 507),507–711,true
507,526,iberia,castile,theodoricostrogothic_regency,Theodoric/Ostrogothic regency,Theodoric/Ostrogothic regency,507–526,false
507,711,iberia,aragon,visigothic_kingdom,Visigothic Kingdom,Visigothic Kingdom,507–711,true
507,526,iberia,aragon,theodoricostrogothic_regency,Theodoric/Ostrogothic regency,Theodoric/Ostrogothic regency,507–526,false
507,711,iberia,andalus,visigothic_kingdom,Visigothic Kingdom,Visigothic Kingdom,507–711,true
510,628,azerbaijan,arran,sassanid_empire,Sassanid Persia,Sassanid Persia (full control),510–628,true
511,751,france,north,frankish_kingdom,Frankish Kingdom,Frankish Kingdom — Merovingian (Neustria · Austrasia),511–751,false
525,575,arabia,yemen,aksumite_occupation,Aksumite occupation,Aksumite occupation,525–575 CE,false
525,570,yemen,west,himyar,Himyar,Himyar — Christian (Aksumite vassal),525–570,false
525,570,yemen,west,aksumite_kingdom,Aksumite occupation,Aksumite occupation,525–570,true
533,698,algeria,algiers,byzantine,Byzantine,Byzantine (coastal garrisons),533–698,false
534,581,xinjiang,turfan,western_wei_northern_zhou_tributary,Western Wei / Northern Zhou tributary,Western Wei / Northern Zhou tributary,534–581,false
534,557,mongolia,south,western_wei_eastern_wei,Western Wei · Eastern Wei,Western Wei (西魏) · Eastern Wei (東魏),534–557,false
534,618,morocco,tangier,byzantine_ceuta,Byzantine Ceuta,Byzantine Ceuta,534–618,false
534,698,algeria,east,byzantine_empire,Byzantine Empire,Byzantine Empire,534–698,true
534,642,libya,tripolitania,byzantine_empire,Byzantine Empire,Byzantine Empire,534–642,true
534,647,tunisia,tunis,byzantine_empire,Byzantine Exarchate of Africa,Byzantine Exarchate of Africa,534–647,true
535,553,italy,north,gothic_war,Gothic War,Gothic War (Byzantine reconquest),535–553,false
535,827,italy,sicily,byzantine_sicilian_theme,Byzantine Sicilian Theme,Byzantine Sicilian Theme,535–827,false
543,757,india,central,chalukya_dynasty,Chalukya Dynasty,Chalukya Dynasty (Badami) — Pulakeshin II defeated Harsha,543–757,true
544,602,vietnam,north,van_xuan,Vạn Xuân,Vạn Xuân (Early Lý dynasty — Lý Bí),544–602,false
547,568,hungary,pannonia,lombards,Lombards,Lombards (Pannonia),547–568,false
550,581,manchuria,south,n_qi,N. Qi,N. Qi → N. Zhou,550–581 CE,false
550,577,mongolia,south,northern_qi,Northern Qi,Northern Qi (北齊),550–577,false
550,788,switzerland_austria,austria,bavarian_tribal_duchy,Bavarian tribal duchy,Bavarian tribal duchy (overlordship of eastern Alps),c.550–788,false
550,647,pakistan,center,kanauj_kingdom,Kanauj Kingdom,Kanauj Kingdom,c.550–647,false
550,802,thailand_cambodia_laos,cambodia,chenla,Chenla,Chenla (Water Chenla · Land Chenla),c.550–802,false
552,651,afghanistan,balkh,first_turkic_empire,First Türkic Empire,First Türkic Empire (Tokharistan),552–651,false
552,651,afghanistan,kabul,first_turkic_empire,First Türkic Empire,First Türkic Empire,552–651,false
552,659,kazakhstan,ural,goktürk_khaganate,Göktürk Khaganate,Göktürk Khaganate (Western wing),552–659,true
552,659,kazakhstan,aral,goktürk_khaganate,Göktürk Khaganate,Göktürk Khaganate (Western wing),552–659,true
552,744,kazakhstan,steppe,goktürk_khaganate,Göktürk Khaganate,Göktürk Khaganate,552–744,true
552,744,kazakhstan,zhetysu,goktürk_khaganate,Göktürk Khaganate,Göktürk Khaganate,552–744,true
552,659,uzbekistan,khorezm,gokturk_empire,Göktürk Empire,Göktürk Empire → Western Turks,552–659,false
552,659,uzbekistan,transoxiana,gokturk_empire,Göktürk Empire,Göktürk Empire → Western Turks,552–659,false
552,659,uzbekistan,fergana,gokturk_empire,Göktürk Empire,Göktürk Empire → Western Turks,552–659,false
552,657,xinjiang,dzungaria,nushibi,Nushibi,Nushibi (Western Göktürk tribe — Ili Valley),552–657,false
552,657,xinjiang,kashgaria,gokturk_empire,Göktürk Empire,Göktürk Empire → Western Turks (Ön Oq),552–657,false
552,630,xinjiang,dzungaria,gokturk_empire,Göktürk Empire,Göktürk Empire (Altai heartland) → Eastern Turks,552–630,false
552,603,mongolia,central,first_turkic_khaganate,First Turkic Khaganate,First Turkic Khaganate (突厥),"552–603, defeats Rouran",false
554,624,iberia,andalus,byzantine_empire,Byzantine Spania Province,Byzantine Spania Province,554–624,true
555,587,china,south,later_liang,Later Liang,Later Liang (後梁),"555–587, Western Wei vassal",false
557,589,china,south,chen,Chen,Chen (陈),557–589,false
557,581,mongolia,south,northern_zhou,Northern Zhou,Northern Zhou (北周),557–581,false
557,651,iran,sistan,goktürk_khaganate,Göktürk Khaganate,Göktürk Khaganate,557–651 CE,true
560,651,afghanistan,herat,sassanid,Sassanid,Sassanid (restored in Aria),560–651,false
560,651,turkmenistan,margiana,sassanid,Sassanid,Sassanid (restored),560–651,false
560,651,turkmenistan,parthia,sassanid,Sassanid,Sassanid (restored),560–651,false
560,651,uzbekistan,transoxiana,sassanid,Sassanid,Sassanid (Sogdian city-states as vassals),560–651,false
560,626,czech_slovakia,bohemia,avar_khaganate,Avar Khaganate,Avar Khaganate (overlordship),c.560–626,true
560,796,switzerland_austria,austria,avar_khaganate,Avar Khaganate,Avar Khaganate (eastern frontier raids),c.560–796,true
560,651,pakistan,north,sassanid_empire,Sassanid Empire,Sassanid Empire (western influence),c.560–651,true
562,750,georgia,west,byzantine_empire,Byzantine Empire,Byzantine Empire (Abkhazia border zone),562–750s,true
565,870,india,indus,nezak_huns_turk_shahis,Nezak Huns · Turk Shahis,Nezak Huns · Turk Shahis (Gandhara),c.565–870,false
565,870,pakistan,north,turk_shahis,Turk Shahis,Turk Shahis (Kabul & Gandhara),c.565–870,false
565,1026,pakistan,north,turk_shahis,Turk Shahis,Turk Shahis → Hindu Shahis (Gandhara),c.565–1026,false
567,796,bosnia,north,avar_khaganate,Avar Khaganate,Avar Khaganate,567–796 CE,true
567,796,croatia,slav,avar_khaganate,Avar Khaganate,Avar Khaganate,567–796 CE,true
567,796,romania,trans,avar_khaganate,Avar Khaganate,Avar Khaganate,567–796 CE,true
567,796,serbia,vojv,avar_khaganate,Avar Khaganate,Avar Khaganate,567–796 CE,true
568,804,hungary,pannonia,avar_khaganate,Avar Khaganate,Avar Khaganate,568–804; destroyed by Charlemagne 791–796,true
568,804,hungary,plain,avar_khaganate,Avar Khaganate,Avar Khaganate (Carpathian core),568–804,true
568,804,hungary,transylvania,avar_khaganate,Avar Khaganate,Avar Khaganate,568–804,true
568,774,italy,north,lombard_kingdom,Lombard Kingdom,Lombard Kingdom (Milan · Pavia),568–774,true
568,796,slovenia,mb,avar_khaganate,Lombard Kingdom,Lombard Kingdom → Avar Khaganate,568–796,true
568,774,switzerland_austria,austria,lombard_kingdom,Lombard Kingdom,Lombard Kingdom (parts of Tyrol · Carinthia),568–774,true
570,774,italy,center,lombard_duchy_of_spoleto,Lombard Duchy of Spoleto,Lombard Duchy of Spoleto,570–774,false
570,630,yemen,west,sassanid_persian_rule,Sassanid Persian rule,Sassanid Persian rule,570–630,false
571,1077,italy,south,lombard_duchy_of_benevento,Lombard Duchy of Benevento,Lombard Duchy of Benevento,571–1077,false
575,628,arabia,yemen,sassanid_empire,Sassanid Yemen,Sassanid Yemen,575–628 CE,true
580,628,georgia,south,sassanid_empire,Sassanid Persia,Sassanid Persia (East Georgia),580–628,true
580,1323,sudan,north,makuria_dongola,Makuria / Dongola,Makuria / Dongola (Christian),c.580–1323,false
581,618,xinjiang,kashgaria,sui_dynasty,Sui Dynasty,Sui Dynasty (tributary),581–618,true
581,618,china,north,sui_dynasty,Sui Dynasty,Sui Dynasty (隋),"581–618, reunification",true
581,618,manchuria,south,sui,Sui,Sui,581–618,false
581,618,mongolia,south,sui,Sui,Sui (隋),581–618,false
583,630,mongolia,central,eastern_turkic_khaganate,Eastern Turkic Khaganate,Eastern Turkic Khaganate (東突厥),583–630,false
583,659,mongolia,west,western_turkic_khaganate,Western Turkic Khaganate,Western Turkic Khaganate (西突厥),583–659,false
584,751,italy,center,byzantine_exarchate_of_ravenna,Byzantine Exarchate of Ravenna,Byzantine Exarchate of Ravenna,584–751,false
602,618,vietnam,north,sui_dynasty,Sui dynasty,Sui dynasty — Giao Châu,602–618,true
603,659,kazakhstan,zhetysu,western_turkic,Western Turkic,Western Turkic (Nushibi wing),603–659,false
606,647,india,upper_ganges,harsha_empire,Vardhana dynasty,Vardhana dynasty — Harsha (Kannauj),606–647 CE,true
606,647,pakistan,center,harsha_empire,Vardhana dynasty,Vardhana (Harsha) dynasty,606–647,true
611,628,levant,n_syria,sassanid_empire,Sassanid occupation,Sassanid occupation,611–628,true
611,628,levant,damascus,sassanid_empire,Sassanid,Sassanid,611–628,true
611,628,levant,palestine,sassanid_empire,Sassanid,Sassanid,611–628,true
618,907,china,north,tang_dynasty,Tang Dynasty,Tang Dynasty (唐),618–907; An Lushan Rebellion (安史之乱) (755–763); Pseudo-Yan (僞燕) · Huang Qi (黃齊) (rebel states),true
618,907,manchuria,south,tang,Tang,Tang,618–907,false
618,842,tibet,ladakh,tibetan_empire,Tibetan Empire,Tibetan Empire — Songtsen Gampo · Trisong Detsen,c.618–842,true
618,905,vietnam,north,tang_dynasty,Tang dynasty,Tang dynasty — Giao Châu (An Nam đô hộ phủ),618–905,true
619,629,egypt,lower,sassanid_empire,Sassanid occupation,Sassanid occupation,619–629,true
622,632,arabia,yemen,muhammad,Muhammad,Muhammad (Medina state),622–632,false
