entity_id,entity_type,canonical_name,dynasty,panel_count,panels,source_labels
yuan_dynasty,existing_polity,Ogedei Khanate / Yuan Dynasty,,9,xinjiang|china|manchuria|mongolia|tibet|myanmar,Ogedei Khanate / Yuan Dynasty (Turfan) | Yuan Dynasty (元) — Kublai Khan | Yuan | Yuan — Liaoyang Province | Yuan — far north | Yuan dynasty (元) | Yuan dynasty | Yuan Empire — Xuanzheng Yuan (Bureau of Buddhist and Tibetan Affairs) | Yuan dynasty — Mien Province (brief Mongol intervention)
yarkand_khanate,existing_polity,Yarkand Khanate / Said Khanate,,3,xinjiang,Yarkand Khanate / Said Khanate | Yarkand Khanate (Tarim Basin control) | Dzungar conquest of Kashgaria (Yarkand Khanate ended)
kokand_khanate,polity,Kokand Khanate,,1,xinjiang,Kokand Khanate (western influence)
khoshut_khanate,existing_polity,Khoshut Khanate,,2,xinjiang|tibet,Khoshut Khanate (southern Dzungaria) | Khoshut Khanate (Gushi Khan)
qing_dynasty,existing_polity,Qing Dynasty,,16,xinjiang|china|korea|manchuria|mongolia|tibet,Qing Dynasty — Uyghur/Muslim Tarim Basin | Qing Dynasty (清) | Qing Dynasty | Qing → Russian sphere | Qing | Qing — declining | Qing → ROC | Qing dynasty (清) | Qing intervention — Amban system established | Tibet under Qing suzerainty | Tibet under Qing — Amban governance
qing_reconquest_xinjiang_province,regime,Qing reconquest → Xinjiang Province (新疆省),Qing reconquest → Xinjiang Province,1,xinjiang,Qing reconquest → Xinjiang Province (新疆省)
republic_of_china,existing_polity,Republic of China,,4,xinjiang|china|mongolia,Republic of China — Xinjiang Province | Republic of China (中华民国) | Republic of China (中华民国) — Taiwan | Republic of China
roc_xinjiang__warlord_governors,regime,ROC Xinjiang — Warlord governors (Jin Shuren · Sheng Shicai),Warlord governors (Jin Shuren · Sheng Shicai),1,xinjiang,ROC Xinjiang — Warlord governors (Jin Shuren · Sheng Shicai)
peoples_republic_of_china,existing_polity,PRC,,7,xinjiang|china|manchuria|mongolia|tibet,PRC — Xinjiang Uyghur Autonomous Region (新疆维吾尔自治区) | People's Republic of China (中华人民共和国) | PRC — Northeast Three Provinces | PRC — Inner Mongolia Autonomous Region | People's Republic of China | People's Republic of China (continuing)
east_turkestan_government_in_exile,event,East Turkestan Government in Exile,,1,xinjiang,East Turkestan Government in Exile
aksumite_kingdom,existing_polity,Aksumite Kingdom,,3,ethiopia|yemen,Aksumite Kingdom — Adulis (main Red Sea port) | Aksumite Kingdom (capital: Aksum) | Aksumite occupation
aksumite_expansion_southward,event,Aksumite expansion southward,,1,ethiopia,Aksumite expansion southward
aksumite_decline,event,Aksumite decline,,1,ethiopia,Aksumite decline (Islamic trade disruption)
post_aksum_fragmentation,event,Post-Aksum fragmentation,,1,ethiopia,Post-Aksum fragmentation
beja,existing_polity,Beja / Habesha coastal lords,,5,ethiopia|sudan,Beja / Habesha coastal lords | Beja (Christian / Islamicising) | Beja (Islamicising) | Beja (Hadendoa · Bisharin) | Beja (under Ottoman / Funj suzerainty)
zagwe_dynasty,existing_polity,Zagwe Dynasty,,1,ethiopia,Zagwe Dynasty (capital: Lalibela)
zagwe_fringe_various_cushitic_kingdoms,unclassified,Zagwe fringe / various Cushitic kingdoms,,1,ethiopia,Zagwe fringe / various Cushitic kingdoms
egyptian_mamluk_ottoman_coastal_influence,regime,Egyptian Mamluk / Ottoman coastal influence,Egyptian Mamluk / Ottoman coastal influence,1,ethiopia,Egyptian Mamluk / Ottoman coastal influence
solomonic_expansion_south,event,Solomonic expansion south,,1,ethiopia,Solomonic expansion south
ottoman_empire,existing_polity,Ottoman Empire,,57,ethiopia|albania|bosnia|bulgaria|croatia|czech_slovakia|greece|hungary|north_macedonia|romania|serbia|ukraine|anatolia|arabia|armenia|egypt|georgia|iraq|levant|yemen|algeria|libya|sudan|tunisia,"Ottoman Empire — Massawa port | Ottoman Empire (16th–19th c.) · Ali Pasha of Ioannina controls south (1788–1822) | Ottoman Empire · Albanian National Awakening (Rilindja) | Ottoman Empire — Bosnia Eyalet / Vilayet (1463–1878) · Muslim, Orthodox & Catholic communities | Ottoman Empire — Danube vilayet · Rumelia · Bulgarian national revival movement | Ottoman Empire — most of Slavonia | Ottoman Empire — Ottoman Hungary (south) | Ottoman Empire — Greek millet · Phanariots · Klephts | Ottoman Empire | Ottoman Hungary (Buda Eyalet) | Ottoman — early conquest | Ottoman Empire — Monastir, Kosovo & Salonika vilayets | Ottoman Empire (suppressed uprising) | Ottoman vassal | Ottoman Empire — conquest complete | Ottoman Empire — Rumelia · Kosovo vilayet | Ottoman Empire (Belgrade — key fortress) | Ottoman Beylik → Sultanate | Ottoman Sultanate (Ankara · Interregnum) | Ottoman Sultanate | Ottoman (Kuwait · N. Gulf) | Ottoman (nominal) | Ottoman Empire (western — Six Vilayets) | Ottoman Empire — Armenian Genocide | Ottoman Empire (conquest of Egypt 1517) | Ottoman restored | Ottoman Empire (Samtskhe / SW Georgia) | Ottoman Empire — Bilad al-Sham provinces (Damascus · Aleppo · Sidon · Tripoli · Jerusalem) | Ottoman Empire (1st occupation) | Ottoman Empire (2nd occupation) | Ottoman influence (coastal areas) | Ottoman Regency (west) | Ottoman Regency of Algiers | Ottoman Constantine province | Ottoman Regency of Algiers (–1830) | Ottoman Tripolitania | Ottoman direct rule | Ottoman Cyrenaica | Ottoman Empire suzerainty | Ottoman Empire (Eyalet of Tunis)"
adal_ethiopian_war,event,Adal-Ethiopian war,,2,ethiopia|somalia,Adal-Ethiopian war — Ahmad ibn Ibrahim (Grañ) | Adal-Ethiopian War (Ahmad Grañ)
gondar_era,event,Gondar era,,1,ethiopia,Gondar era — capital Fasil Ghebbi
zemene_mesafint,event,Zemene Mesafint,,1,ethiopia,Zemene Mesafint (Era of the Princes)
egyptian_khedivate_italian_territory,event,Egyptian Khedivate → Italian territory,,1,ethiopia,Egyptian Khedivate → Italian territory (Assab 1882)
ethiopian_reunification,event,Ethiopian reunification,,1,ethiopia,Ethiopian reunification — Tewodros II
yohannes_iv_battle_of_adwa,event,Yohannes IV · Battle of Adwa,,1,ethiopia,Yohannes IV · Battle of Adwa (Menelik II)
annexed_by_ethiopia,unclassified,Annexed by Ethiopia,,1,ethiopia,Annexed by Ethiopia
italian_east_africa,existing_polity,Italian East Africa,,3,ethiopia|somalia,Italian East Africa | Italian East Africa → Ethiopian Empire
ethiopian_empire_restored,polity,Ethiopian Empire restored,,1,ethiopia,Ethiopian Empire restored (Haile Selassie)
eritrean_liberation_front,event,Eritrean Liberation Front,,1,ethiopia,Eritrean Liberation Front — independence war
ogaden_war_with_somalia,event,Ogaden War with Somalia,,1,ethiopia,Ogaden War with Somalia
eritrea_ethiopia_war,event,Eritrea-Ethiopia War,,1,ethiopia,Eritrea-Ethiopia War
tigray_war,event,Tigray War,,1,ethiopia,Tigray War
fdre,event,FDRE,,1,ethiopia,"FDRE — EPRDF → Prosperity Party (Abiy Ahmed, 2018)"
punt,existing_polity,Punt (Egyptian trading land,,2,somalia|sudan,Punt (Egyptian trading land — incense coast) | Punt (Egyptian trading land)
ifat_sultanate,existing_polity,Ifat Sultanate,,1,somalia,Ifat Sultanate
adal_sultanate,existing_polity,Adal Sultanate,,2,somalia,Adal Sultanate (capital: Zeila then Harar) | Adal Sultanate
ajuran_sultanate,existing_polity,Ajuran Sultanate,,2,somalia,Ajuran Sultanate (Somali) | Ajuran Sultanate declining
ottoman_suzerainty,unclassified,Ottoman suzerainty,,1,somalia,Ottoman suzerainty (Zeila)
omani_sultanate_coastal_influence,polity,Omani Sultanate coastal influence,,1,somalia,Omani Sultanate (Zanzibar) coastal influence
british_somaliland,event,British Somaliland,,1,somalia,British Somaliland (restored 1941)
french_somaliland_republic_of_djibouti,polity,French Somaliland → Republic of Djibouti,,1,somalia,French Somaliland → Republic of Djibouti
somali_civil_war,event,Somali civil war,,1,somalia,Somali civil war
al_shabaab_insurgency,event,Al-Shabaab insurgency,,1,somalia,Al-Shabaab insurgency (Al-Qaeda affiliate)
xia,existing_polity,Xia,,1,china,Xia (夏)
shang_dynasty,existing_polity,Shang,,1,china,Shang (商)
indigenous_peoples_baiyue,people,Indigenous peoples · Baiyue,,1,china,Indigenous peoples · Baiyue (百越)
northern_steppe_peoples,people,Northern steppe peoples,,1,china,Northern steppe peoples
western_zhou,existing_polity,Western Zhou,,1,china,Western Zhou (西周) — 1046–771 BCE
xianyun_quanrong,unclassified,Xianyun · Quanrong,,1,china,Xianyun · Quanrong
eastern_zhou,existing_polity,Eastern Zhou,,1,china,Eastern Zhou (东周)
spring_and_autumn,unclassified,Spring and Autumn,,1,china,Spring and Autumn (春秋)
warring_states,unclassified,Warring States,,1,china,Warring States (战国)
chu_wu_yue,unclassified,Chu · Wu · Yue,,1,china,Chu (楚) · Wu (吴) · Yue (越)
ba_shu,existing_polity,Ba · Shu,,1,china,Ba (巴) · Shu (蜀)
donghu_yuezhi,people,Donghu · Yuezhi,,1,china,Donghu · Yuezhi
qin_dynasty,existing_polity,Qin Dynasty,,2,china|manchuria,Qin Dynasty (秦) | Qin
chu_han_contention,regime,Chu–Han Contention (楚汉争霸),Chu–Han Contention,1,china,Chu–Han Contention (楚汉争霸)
later_chu_western_chu_eighteen_kingdoms,unclassified,Later Chu · Western Chu · Eighteen Kingdoms,,1,china,Later Chu (後楚) · Western Chu (西楚) · Eighteen Kingdoms
western_han,existing_polity,Western Han,,2,china|manchuria,Western Han (西汉/前汉) | Western Han
han_dynasty,existing_polity,Han,,3,china|pakistan|vietnam,Han — Western Regions Protectorate (西域都护) | Tarkhan dynasty (Sindh) | Han dynasty — Giao Chỉ (Jiaozhou)
xin,existing_polity,Xin,,1,china,Xin (新) — Wang Mang
xuan_han,existing_polity,Xuan Han,,1,china,Xuan Han (玄汉)
eastern_han,existing_polity,Eastern Han,,1,china,Eastern Han (东汉/后汉)
xianbei_rising,unclassified,Xianbei rising,,1,china,Xianbei (鲜卑) rising
cao_wei,existing_polity,Cao Wei,,1,china,Cao Wei (曹魏)
shu_han,existing_polity,Shu Han,,1,china,Shu Han (蜀汉)
eastern_wu,existing_polity,Eastern Wu,,1,china,Eastern Wu (东吴)
various_steppe_peoples,people,Various steppe peoples,,1,china,Various steppe peoples
western_jin,existing_polity,Western Jin,,2,china|manchuria,Western Jin (西晋) | Western Jin — Liaodong & Xuantu
five_barbarians_migrating_south,unclassified,Five Barbarians migrating south,,1,china,Five Barbarians (五胡) migrating south
sixteen_kingdoms,unclassified,Sixteen Kingdoms,,1,china,Sixteen Kingdoms (五胡十六国)
former_qin,existing_polity,Former Qin,,1,china,Former Qin (前秦) — Fu Jian
eastern_jin,existing_polity,Eastern Jin,,1,china,Eastern Jin (东晋)
huan_chu,existing_polity,Huan Chu,,1,china,Huan Chu (桓楚) — usurpation
eastern_wei_western_wei,regime,→ Eastern Wei (东魏) + Western Wei (西魏),→ Eastern Wei + Western Wei,1,china,→ Eastern Wei (东魏) + Western Wei (西魏)
northern_qi_northern_zhou,regime,→ Northern Qi (北齐) + Northern Zhou (北周),→ Northern Qi + Northern Zhou,1,china,→ Northern Qi (北齐) + Northern Zhou (北周)
liu_song,existing_polity,Liu Song,,1,china,Liu Song (刘宋)
southern_qi,existing_polity,Southern Qi,,1,china,Southern Qi (南齐)
liang,existing_polity,Liang,,1,china,Liang (梁)
chen,existing_polity,Chen,,1,china,Chen (陈)
wu_zhou,existing_polity,Wu Zhou,,2,china,Wu Zhou (武周) — Empress Wu Zetian | Wu Zhou (吴周) — Wu Sangui
gokturks_tang_protectorates,regime,Göktürks → Tang protectorates,Göktürks → Tang protectorates,1,china,Göktürks → Tang protectorates
later_tang,existing_polity,Later Tang,,1,china,Later Tang (后唐)
later_jin,existing_polity,Later Jin,,3,china|manchuria,Later Jin (后晋) | Later Jin (后金) → Qing | Later Jin
later_han,existing_polity,Later Han,,2,china|vietnam,Later Han (后汉) | Later Han — Giao Châu (Jiaozhou)
later_zhou,existing_polity,Later Zhou,,1,china,Later Zhou (后周)
ten_kingdoms,existing_polity,Ten Kingdoms,,1,china,Ten Kingdoms (十国)
liao_dynasty,existing_polity,Liao Dynasty,,4,china|manchuria|mongolia,Liao Dynasty (辽/契丹) | Liao Dynasty (辽) | Liao — Khitan Empire | Liao dynasty (遼)
northern_song,existing_polity,Northern Song,,1,china,Northern Song (北宋)
western_xia,existing_polity,Western Xia,,4,china|mongolia|tibet,Western Xia (西夏) | Western Xia (Tangut Empire)
jin_dynasty,existing_polity,Jin Dynasty,,2,china|mongolia,Jin Dynasty (金) | Jin dynasty (金)
southern_song,existing_polity,Southern Song,,2,china,Southern Song (南宋)
western_liao,existing_polity,Western Liao,,2,china|mongolia,Western Liao (西辽/哈喇契丹) | Western Liao (西遼)
mongol_conquest_of_jin,regime,Mongol conquest of Jin,Mongol conquest of Jin,1,china,Mongol conquest of Jin
ming_dynasty,existing_polity,Ming Dynasty,,7,china|korea|manchuria|mongolia|vietnam,Ming Dynasty (明) | Ming Dynasty | Ming | Ming dynasty (明) | Ming dynasty — Giao Chỉ (Chinese occupation)
northern_yuan,existing_polity,Northern Yuan,,4,china|manchuria|mongolia,Northern Yuan (北元) | Northern Yuan | Northern Yuan (declining) · Uriyangkhai Three Guards
various_mongol_khanates,unclassified,Various Mongol khanates,,1,china,Various Mongol khanates
shun,existing_polity,Shun,,1,china,Shun (顺) — Li Zicheng
southern_ming,existing_polity,Southern Ming,,1,china,Southern Ming (南明)
kingdom_of_tungning,existing_polity,Kingdom of Tungning,,1,china,Kingdom of Tungning (东宁)
qing_expansion__tibet_xinjiang_mongolia,regime,"Qing expansion — Tibet, Xinjiang, Mongolia","Tibet, Xinjiang, Mongolia",1,china,"Qing expansion — Tibet, Xinjiang, Mongolia"
late_qing__opium_wars_unequal_treaties,regime,Late Qing — Opium Wars · Unequal Treaties,Opium Wars · Unequal Treaties,1,china,Late Qing — Opium Wars · Unequal Treaties
taiping_heavenly_kingdom,existing_polity,Taiping Heavenly Kingdom,,1,china,Taiping Heavenly Kingdom (太平天国)
qing_frontier__russian_encroachment,regime,Qing frontier — Russian encroachment,Russian encroachment,1,china,Qing frontier — Russian encroachment
beiyang_government,existing_polity,Beiyang Government,,1,china,Beiyang Government (北洋政府)
warlord_era,event,Warlord Era,,1,china,Warlord Era (军阀混战)
chinese_empire,existing_polity,Chinese Empire,,1,china,Chinese Empire — Yuan Shikai
outer_mongolia_independence,event,Outer Mongolia independence,,1,china,Outer Mongolia independence
qing_court_remnants,regime,Qing court remnants (宣统小朝廷),Qing court remnants,1,china,Qing court remnants (宣统小朝廷)
nationalist_government,existing_polity,Nationalist Government,,1,china,Nationalist Government (国民政府)
wuhan_government,existing_polity,Wuhan Government,,1,china,Wuhan Government (武汉政府)
chinese_soviet_republic,existing_polity,Chinese Soviet Republic,,1,china,Chinese Soviet Republic (中华苏维埃)
manchukuo,existing_polity,Manchukuo,,6,china|korea|manchuria|mongolia,"Manchukuo (满洲国) | Manchukuo · Japanese occupation | Manchukuo (Japan puppet) | Manchukuo — Japanese puppet state, 1932–1945 | Manchukuo · Soviet Union (border zone) | Manchukuo"
mengjiang,existing_polity,Mengjiang,,2,china|mongolia,Mengjiang | Mengjiang (蒙疆)
second_sino_japanese_war,event,Second Sino-Japanese War,,1,china,Second Sino-Japanese War (抗日战争)
wang_jingwei_regime,existing_polity,Wang Jingwei regime,,1,china,Wang Jingwei regime (汪精卫政权)
chinese_civil_war,event,Chinese Civil War,,1,china,Chinese Civil War (国共内战)
yamato_period,existing_polity,Yamato,,2,japan,Yamato | Yamato · Soga Clan
nara_period,existing_polity,Japan,,1,japan,Japan (Ritsuryō state)
heian_period,existing_polity,Japan,,3,japan,Japan (Dynastic state) | Sesshō-Kampaku regency | Insei (Cloistered rule)
sanzan_period,event,Sanzan period,,7,japan,Sanzan period
feudal_japan,existing_polity,Kamakura Shogunate,,8,japan,Kamakura Shogunate | Hōjō Regency | Kenmu Restoration | Ashikaga Shogunate | Hosokawa / Miyoshi regency | Oda Nobunaga | Toyotomi Hideyoshi
ryukyu_kingdom,existing_polity,Ryukyu Kingdom,,8,japan,Ryukyu Kingdom | Ryukyu Kingdom (Satsuma vassal) | Ryukyu Domain | Ryukyu (US administration)
tokugawa_shogunate,existing_polity,Tokugawa Shogunate,,1,japan,Tokugawa Shogunate
empire_of_japan,existing_polity,Meiji Restoration · Boshin War,,2,japan,Meiji Restoration · Boshin War | Empire of Japan
modern_japan,existing_polity,Japan,,3,japan,Japan (Allied Occupation → State of Japan) | Japan
joseon,existing_polity,Gojoseon,,6,korea|manchuria,Gojoseon | Joseon | Joseon (Imjin War · Manchu invasions) | Joseon (Qing tributary)
goguryeo,existing_polity,Goguryeo,,5,korea|manchuria,Goguryeo | Later Goguryeo (Taebong) | Goguryeo — expanding
baekje,existing_polity,Baekje,,2,korea,Baekje | Later Baekje
silla,existing_polity,Silla · Gaya,,2,korea,Silla · Gaya | Silla (declining)
balhae,existing_polity,Balhae,,4,korea|manchuria,Balhae | Balhae Restoration Movement
unified_silla,existing_polity,Unified Silla,,1,korea,Unified Silla
tamna_silla,regime,Tamna → Silla,Tamna → Silla,1,korea,Tamna → Silla
khitan,event,Khitan,,1,korea,Khitan (forming)
goryeo,existing_polity,Goryeo,,4,korea|manchuria,Goryeo | Goryeo (Yuan vassal) | Goryeo (restored) | Border Goryeo · Sim Wang
japanese_korea,existing_polity,Japanese Korea,,3,korea|manchuria,Japanese Korea | ROC · Japanese Korea (from 1910) | ROC · Japanese Korea
soviet_zone_china,event,Soviet zone → China,,1,korea,Soviet zone → China (PRC)
north_korea,existing_polity,North Korea,,3,korea|manchuria,North Korea (DPRK) | North Korea | ROC → PRC · North Korea (from 1948)
south_korea,existing_polity,South Korea,,2,korea,South Korea (ROK) | South Korea
donghu,existing_polity,Donghu,,2,manchuria|mongolia,Donghu | Donghu (東胡)
gori_kingdom_buyeo_forming,polity,Gori Kingdom · Buyeo forming,,1,manchuria,Gori Kingdom · Buyeo forming
n_wei_eastern_wei,regime,N. Wei → Eastern Wei,N. Wei → Eastern Wei,1,manchuria,N. Wei → Eastern Wei
shiwei,existing_polity,Shiwei,,2,manchuria|mongolia,Shiwei | Shiwei (室韋)
n_qi_n_zhou,regime,N. Qi → N. Zhou,N. Qi → N. Zhou,1,manchuria,N. Qi → N. Zhou
tang_suzerainty,regime,Tang suzerainty (Jimi),Tang suzerainty,1,manchuria,Tang suzerainty (Jimi)
jin_jurchen,existing_polity,Jin,,1,manchuria,Jin — Jurchen Empire
liaodong_warlord,unclassified,Liaodong Warlord,,1,manchuria,Liaodong Warlord
soviet_union,existing_polity,Soviet Union,,18,manchuria|mongolia|germany|romania|russia|scandinavia|armenia|azerbaijan|georgia,Soviet Union | Former East Prussia: divided between Soviet Union (Kaliningrad) and Poland | Soviet Union — Moldavian SSR | Soviet Union — Leningrad (formerly St. Petersburg) | Soviet Union / Russian SFSR — Moscow capital | Soviet Union — Volga-Ural industrial region | Soviet Union — Gulag system · Siberian labour camps | Soviet Union — WWII (Great Patriotic War) | Soviet Union — Cold War · Space Race · Khrushchev Thaw | Cedes Karelia · Petsamo to Soviet Union | Transcaucasian SFSR | Armenian SSR | Azerbaijan SSR | Georgian SSR
roc_prc,event,ROC → PRC,,2,manchuria,ROC → PRC
russian_federation,existing_polity,Russian Federation,,6,manchuria|mongolia|russia,Russian Federation — Far Eastern Federal District | Russian Federation | Russian Federation (1991) | Russian Federation — Volga Federal District | Russian Federation — Siberian · Far Eastern Federal Districts | Russian Federation — Putin era (2000–) · Annexation of Crimea (2014) · Full-scale war in Ukraine (2022–)
roc_occupation,event,ROC occupation,,1,mongolia,ROC occupation
bogd_khanate_restored,polity,Bogd Khanate restored,,1,mongolia,Bogd Khanate restored
mongolian_peoples_republic,existing_polity,Mongolian People's Republic,,3,mongolia,Mongolian People's Republic | Inner Mongolian People's Republic
tuyuhun,unclassified,Tuyuhun,,1,tibet,Tuyuhun (frontier)
tibetan_fragmentation_era,event,Tibetan fragmentation era,,1,tibet,Tibetan fragmentation era
ladakh_kingdom,polity,Ladakh Kingdom,,1,tibet,Ladakh Kingdom (declining)
fragmentation_era,event,Fragmentation era,,1,tibet,Fragmentation era
sikh_empire,existing_polity,Sikh Empire,,5,tibet|india|pakistan,Sikh Empire (conquers Ladakh) | Sikh Empire — Ranjit Singh (Punjab) | Sikh Empire (Sindh frontier raids) | Sikh Empire — Ranjit Singh (Lahore) | Sikh Empire — conquers Kashmir (1819)
jammu_kashmir,existing_polity,Jammu & Kashmir,,4,tibet|pakistan,Jammu & Kashmir (Dogra princely state) | Jammu & Kashmir (princely state) | Jammu & Kashmir (princely state — accession dispute) | Jammu & Kashmir (Dogra dynasty — British princely state)
gurkha_kingdom,polity,Gurkha Kingdom,,1,tibet,Gurkha Kingdom (southern raids)
british_raj,existing_polity,British East India Company / British Raj,,12,tibet|india|pakistan,British East India Company / British Raj | British Indian Empire (Bhutan — protectorate) | British Indian Empire | British Bengal (Company rule) | British East India Company — Company Raj | British Indian Empire (British Raj) | British Raj — World War I · Non-cooperation · Quit India · World War II | British East India Company — conquers Sindh (1843) | British East India Company — Anglo-Sikh Wars (1845–49) | British Indian Empire — Punjab Province
central_tibetan_administration,polity,Central Tibetan Administration,,1,tibet,"Central Tibetan Administration (government-in-exile, Dharamsala)"
republic_of_india,existing_polity,Republic of India,,3,tibet|india,Republic of India | Republic of India — Sikkim State (from 1975)
jammu_kashmir_state_ladakh_union_territory,polity,Jammu & Kashmir State → Ladakh Union Territory,,1,tibet,Jammu & Kashmir State → Ladakh Union Territory
illyrian_kingdom,existing_polity,Illyrian Kingdom,,6,albania|croatia|slovenia,Illyrian Kingdom (Shkodër capital) | Illyrian Kingdom — Queen Teuta | Illyrian Kingdom | Illyrian Kingdom · Pannonian tribes (Colapiani) | Illyrian Kingdom (Austrian)
roman_conquest,polity,Roman conquest,,3,albania,Roman conquest
antipatrid_macedonian_influence,unclassified,Antipatrid / Macedonian influence,,1,albania,Antipatrid / Macedonian influence
kingdom_of_epirus,existing_polity,Kingdom of Epirus,,4,albania|greece,Kingdom of Epirus — Pyrrhus (south) | Kingdom of Epirus — Molossian / Aeacid dynasty | Kingdom of Epirus — Aeacid dynasty · expansion | Kingdom of Epirus — post-Pyrrhus fragmentation
macedonian_kingdom,existing_polity,Macedonian Kingdom,,7,albania|bulgaria|greece|north_macedonia,"Macedonian Kingdom | Macedonian Kingdom — Philip II (Triballi, 339 BCE) | Macedonian kingdom — Argead dynasty forming | Macedonian kingdom (Argead dynasty) | Macedonian Kingdom — Philip II conquered Paeonia"
lysimachus,existing_polity,Lysimachus,,3,albania|bulgaria|greece,Lysimachus (brief) | Lysimachus — Kingdom of Thrace | Lysimachus — Thrace & Macedonia
roman_republic,existing_polity,Roman Republic → Roman Empire,,25,albania|croatia|france|germany|iberia|italy|low_countries|slovenia|anatolia|egypt|iraq,Roman Republic → Roman Empire (Illyricum / Epirus province) | Roman Republic (Illyrian Wars) | Roman Republic — Gallia Belgica | Roman Republic — Gallia Lugdunensis | Roman Republic — Narbonensis · Aquitania | Roman Republic — Belgica (east) | Roman Republic — Gallic Wars (Caesar) | Roman Republic — Lusitania (Sertorius revolt 80–72 BCE) | Roman Republic — Hispania Citerior | Roman Republic — Tarraconensis | Roman Republic — Hispania Ulterior | Roman Republic — Gallia Cisalpina | Roman Republic (heartland) | Roman Republic — Samnite Wars · Social War | Roman Republic — Sicilia Province | Roman Republic — Sardinia et Corsica | Roman Republic (Gallic Wars — Caesar) | Roman Republic → Roman Empire | Roman Republic · Empire | Roman Republic | Roman Republic (border campaigns)
byzantine_empire,existing_polity,Eastern Roman / Byzantine Empire,,45,albania|bosnia|bulgaria|croatia|greece|iberia|north_macedonia|serbia|slovenia|anatolia|armenia|egypt|georgia|levant|algeria|libya|tunisia,Eastern Roman / Byzantine Empire | Byzantine Empire | Byzantine (Lake Ohrid — Ohrid Archbishopric) | Byzantine | Byzantine (Eastern Roman) | Byzantine Empire — Thrace (core territory) | Byzantine Empire — Thrace | Byzantine Empire — Dalmatian coastal theme | Byzantine (coastal cities) | Byzantine Empire restored — Palaiologos dynasty | Byzantine Spania Province | Byzantine Empire (Ohrid — major cultural centre) | Byzantine Empire (contested) | Byzantine (Palaiologos) | Byzantine Armenia (thema) | Byzantine restored | Byzantine Empire (Lazica Province) | Byzantine Empire (Abkhazia border zone) | Byzantine (recovered Antioch) | Byzantine (coastal garrisons) | Byzantine Exarchate of Africa
first_bulgarian_empire,existing_polity,First Bulgarian Empire,,7,albania|bulgaria|north_macedonia|romania|serbia,First Bulgarian Empire | First Bulgarian Empire — Krum · Boris I · Simeon I | First Bulgarian Empire (partly) | vs First Bulgarian Empire · Frankish pressure
despotate_of_epirus,existing_polity,Despotate of Epirus,,4,albania|greece,Despotate of Epirus | Despotate of Epirus · Angevin Albania | Despotate of Epirus — Angelos dynasty | Despotate of Epirus (continuing)
second_bulgarian_empire,existing_polity,Second Bulgarian Empire,,5,albania|bulgaria|north_macedonia|romania,Second Bulgarian Empire | Second Bulgarian Empire — Tărnovo | Second Bulgarian Empire border
duchy_of_durazzo_thopia_dynasty,regime,Duchy of Durazzo → Thopia dynasty,Duchy of Durazzo → Thopia dynasty,1,albania,Duchy of Durazzo → Thopia dynasty
serbian_empire,existing_polity,Serbian Empire → Zeta,,7,albania|north_macedonia|serbia,Serbian Empire → Zeta (Balšić family) | Serbian Empire → Albanian principalities | Serbian Empire → Byzantine → Albanian lords | Serbian Empire — Stefan Dušan | Serbian Empire
republic_of_venice,existing_polity,Venice,,16,albania|croatia|greece|italy|slovenia,Venice — Durrës | Venice (Durrës until 1501) | Venice — acquiring coastal towns | Venice — Dalmatian cities | Venice Republic (acquiring coastal towns) | Venice Republic (most of coast) | Venice Republic | Venice — Ionian Islands & Crete | Venice — Crete (until 1669) · Ionian Islands (until 1797) | Republic of Venice | Venice — Istrian coastal towns | Venice Republic (coast)
ottoman_conquest,event,Ottoman conquest,,6,albania|bulgaria|serbia,Ottoman conquest
austria_hungary,existing_polity,Austria-Hungary / Italian occupation zones,,6,albania|bosnia|croatia|romania|serbia|slovenia,Austria-Hungary / Italian occupation zones | Austria-Hungary — Bosnia-Herzegovina Condominium | Austria-Hungary — Dalmatia crown land | Austria-Hungary → Romania | Austria-Hungary — Vojvodina | Austria-Hungary — Duchy of Carniola (crown land)
albanian_kingdom,existing_polity,Albanian Kingdom,,2,albania|north_macedonia,Albanian Kingdom — Zog I | Albanian Kingdom
italian_albania,existing_polity,Italian Albania,,2,albania|north_macedonia,Italian Albania | Italian Albania (occupied western districts)
german_occupation,event,German occupation,,4,albania|baltic|belarus|slovenia,German occupation | German occupation (Ober Ost) | German occupation (Lower Styria / Carniola)
people_s_republic_of_albania_people_s_socialist_republic,people,People's Republic of Albania → People's Socialist Republic,,1,albania,People's Republic of Albania → People's Socialist Republic
grand_duchy_of_lithuania,existing_polity,Grand Duchy of Lithuania,,6,baltic|belarus|ukraine,Grand Duchy of Lithuania | Grand Duchy of Lithuania (peak power) | Grand Duchy of Lithuania absorbs Belarusian principalities | Grand Duchy of Lithuania — Old Ruthenian (Belarusian) official language | Grand Duchy of Lithuania — Volhynia | Grand Duchy of Lithuania (Kyiv principality)
polish_lithuanian_commonwealth,existing_polity,Polish-Lithuanian Commonwealth,,7,baltic|belarus|poland|ukraine,Polish-Lithuanian Commonwealth | Polish-Lithuanian Commonwealth (–1795) | Polish-Lithuanian Commonwealth (Rzeczpospolita — 'First Republic')
denmark_norway,existing_polity,Denmark-Norway,,3,baltic|scandinavia,Denmark-Norway — Saaremaa (Ösel) | Denmark-Norway (Norway as junior partner) | Denmark-Norway (Norwegian subordination continues)
