id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
homo_sapiens_migration,Homo Sapiens Migration,,,,,,khorasan|gaul|anatolia|transoxiana|central_asian_steppe|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland|mesopotamia|levant|arabia|caucasus|egypt,50,,,Stub generated from afghanistan panel; appears in 3 panel(s); needs P6.1 enrichment
estonian_ssr,Estonian Ssr,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from baltic panel; appears in 1 panel(s); needs P6.1 enrichment
latvian_ssr,Latvian Ssr,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from baltic panel; appears in 1 panel(s); needs P6.1 enrichment
lithuanian_ssr,Lithuanian Ssr,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from baltic panel; appears in 1 panel(s); needs P6.1 enrichment
baltic_tribes,Baltic Tribes,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
east_slavic_dregovich,East Slavic Dregovich,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
krivich_radimich,Krivich Radimich,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
turov_principality,Turov Principality,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
polotsk_principality,Polotsk Principality,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,862,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
turov_pinsk_principality,Turov Pinsk Principality,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
turov_pinsk_galicia_volhynia_border,Turov Pinsk Galicia Volhynia Border,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
polotsk,Polotsk,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1237,1241,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
polotsk_fragments,Polotsk Fragments,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
guberniyas_grodno,Guberniyas Grodno,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
belarusian_peoples_republic,Belarusian Peoples Republic,,,,,republic,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1918,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
central_belarusian_rada,Central Belarusian Rada,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1918,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
lithuanian_byelorussian_ssr,Lithuanian Byelorussian Ssr,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
byelorussian_soviet_socialist_republic,Byelorussian Soviet Socialist Republic,,,,,republic,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1919,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
byelorussian_ssr,Byelorussian Ssr,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1930,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_belarus,Republic Of Belarus,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from belarus panel; appears in 1 panel(s); needs P6.1 enrichment
celto_illyrians,Celto Illyrians,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
visigoth_transit,Visigoth Transit,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,401,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
south_slavs_settled,South Slavs Settled,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
bulgars,Bulgars,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
serbian_tribes,Serbian Tribes,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
serbian_kingdom,Serbian Kingdom,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
bosnian_banate,Bosnian Banate,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1180,1204,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_saint_sava,Duchy Of Saint Sava,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1448,1482,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
joint_administration,Joint Administration,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
yugoslav_partisans,Yugoslav Partisans,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1945,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
republika_srpska,Republika Srpska,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1992,1995,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_bosnia_herzegovina,Republic Of Bosnia Herzegovina,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1992,1995,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
herzeg_bosnia_croatian_republic,Herzeg Bosnia Croatian Republic,,,,,republic,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1991,1994,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
washington_agreement,Washington Agreement,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1994,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
federation_of_bosnia_herzegovina,Federation Of Bosnia Herzegovina,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1995,,,Stub generated from bosnia panel; appears in 1 panel(s); needs P6.1 enrichment
hibernia,Hibernia,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
gaelic_peoples,Gaelic Peoples,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,-500,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
caledonia,Caledonia,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
picts,Picts,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,-300,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
britons,Britons,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,-800,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
ard_ri,Ard Ri,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
gaelic_petty_kingdoms,Gaelic Petty Kingdoms,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
pictish_kingdoms,Pictish Kingdoms,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,300,843,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
dal_riata,Dal Riata,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,500,843,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_gwynedd,Kingdom Of Gwynedd,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,450,1283,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_dyfed,Kingdom Of Dyfed,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,410,920,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
other_welsh_kingdoms,Other Welsh Kingdoms,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
britons_vs_anglo_saxons,Britons Vs Anglo Saxons,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,450,600,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
gaelic_local_kingdoms,Gaelic Local Kingdoms,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
norse_gaels,Norse Gaels,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
pictland,Pictland,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_alba,Kingdom Of Alba,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,843,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
heptarchy,Heptarchy,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,500,927,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
northumbria_mercia_east_anglia,Northumbria Mercia East Anglia,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
wessex_essex_sussex_kent,Wessex Essex Sussex Kent,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
danelaw,Danelaw,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,865,954,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
gaelic_ireland,Gaelic Ireland,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_dublin,Kingdom Of Dublin,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,853,1170,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
deheubarth,Deheubarth,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,920,1197,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
gwynedd,Gwynedd,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
north_sea_empire,North Sea Empire,,,,,monarchy,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1016,1035,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
lordship_of_ireland,Lordship Of Ireland,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
gaelic_resurgence_outside_the_pale,Gaelic Resurgence Outside The Pale,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
principality_of_wales,Principality Of Wales,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1216,1283,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
wales_under_english_crown,Wales Under English Crown,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1284,1283,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
wales_under_english_law,Wales Under English Law,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1535,1542,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_ireland,Kingdom Of Ireland,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1541,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
wales_integrated_into_england,Wales Integrated Into England,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1535,1542,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
commonwealth_of_england,Commonwealth Of England,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1649,1653,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
commonwealth_of_england_scotland_ireland,Commonwealth Of England Scotland Ireland,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1653,1659,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
first_british_empire,First British Empire,,,,,monarchy,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
second_british_empire,Second British Empire,,,,,monarchy,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1783,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
irish_home_rule_movement,Irish Home Rule Movement,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1870,1914,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
irish_free_state,Irish Free State,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1922,1937,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_ireland,Republic Of Ireland,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1937,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
northern_ireland,Northern Ireland,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1921,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
the_troubles,The Troubles,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1968,1998,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
windsor_dynasty,Windsor Dynasty,,,,,monarchy,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
decolonization,Decolonization,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
welsh_devolution,Welsh Devolution,,,,,,britannia|ireland|scotland|italy|iberia|gaul|germany|scandinavia|balkans|hungary|poland,1999,,,Stub generated from britain_ireland panel; appears in 1 panel(s); needs P6.1 enrichment
getae_triballi,Getae Triballi,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
thracian_tribes,Thracian Tribes,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
odrysian_kingdom,Odrysian Kingdom,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
achaemenid_persian_empire,Achaemenid Persian Empire,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-513,-479,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
odrysian_revival,Odrysian Revival,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
lysimachus_seleucid,Lysimachus Seleucid,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
odrysian_client,Odrysian Client,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
roman_moesia_province,Roman Moesia Province,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,6,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
gothic_raids,Gothic Raids,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
gothic_hunnic_raids,Gothic Hunnic Raids,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
roman_thrace_province,Roman Thrace Province,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,46,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
bulgar_khanate,Bulgar Khanate,,,,,khanate,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,681,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
pliska,Pliska,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
south_slavic_migration_settling,South Slavic Migration Settling,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
bulgarian_border_pressure,Bulgarian Border Pressure,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
bulgarian_byzantine_contested,Bulgarian Byzantine Contested,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
principality_of_bulgaria,Principality Of Bulgaria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1878,1908,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_bulgaria,Kingdom Of Bulgaria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1908,1946,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
peoples_republic_of_bulgaria,Peoples Republic Of Bulgaria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1946,1990,,Stub generated from bulgaria panel; appears in 1 panel(s); needs P6.1 enrichment
dalmatian_kingdom,Dalmatian Kingdom,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
celtic_scordisci,Celtic Scordisci,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
lombard_pressure,Lombard Pressure,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
hre,Hre,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
hungary_croatia,Hungary Croatia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_ragusa,Republic Of Ragusa,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1358,1808,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
habsburg_croatia,Habsburg Croatia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_croatia_slavonia,Kingdom Of Croatia Slavonia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
ndh,Ndh,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_croatia,Republic Of Croatia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
rsk,Rsk,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1991,1995,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_serbian_krajina,Republic Of Serbian Krajina,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1991,1995,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
untaes_administration,Untaes Administration,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1996,1998,,Stub generated from croatia panel; appears in 1 panel(s); needs P6.1 enrichment
celtic_boii,Celtic Boii,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-400,-50,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
samos_empire,Samos Empire,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,623,658,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
czech_tribes,Czech Tribes,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_moravia,Duchy Of Moravia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,820,833,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
principality_of_nitra,Principality Of Nitra,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,828,907,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_bohemia,Duchy Of Bohemia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,870,1198,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
moravia_absorbed_into_bohemia,Moravia Absorbed Into Bohemia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,907,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
margraviate_of_moravia,Margraviate Of Moravia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1182,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
ottokar_ii,Ottokar Ii,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1253,1278,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
charles_iv,Charles Iv,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1346,1378,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
hussite_bohemia,Hussite Bohemia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1419,1436,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
george_of_podebrady,George Of Podebrady,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1458,1471,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
forced_re_catholicization,Forced Re Catholicization,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1620,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
slovakia_habsburg_hungarys_core,Slovakia Habsburg Hungarys Core,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1536,1783,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
czech_national_revival,Czech National Revival,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
austro_hungarian_compromise,Austro Hungarian Compromise,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1867,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
magyarization_policies,Magyarization Policies,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1867,1918,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
first_slovak_republic,First Slovak Republic,,,,,republic,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1939,1945,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
czech_republic,Czech Republic,,,,,republic,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1993,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
slovak_republic,Slovak Republic,,,,,republic,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1993,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
nato_eu_eurozone,Nato Eu Eurozone,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from czech_slovakia panel; appears in 1 panel(s); needs P6.1 enrichment
